gid,d_name,area,
다사422429,오류2동,9980.374,오류2동
다사413420,오류2동,10000,오류2동
다사464443,구로4동,5636.699,구로4동
다사408423,항동,10000,항동
다사416448,개봉1동,10000,개봉1동
다사451454,신도림동,10000,신도림동
다사453465,신도림동,3581.074,신도림동
다사420452,개봉1동,10000,개봉1동
다사395422,항동,3827.444,항동
다사449444,구로1동,10000,구로1동
다사403445,수궁동,10000,수궁동
다사453455,신도림동,10000,신도림동
다사452451,구로2동,1113.613,구로2동
다사452451,구로2동,969.064,구로2동
다사452451,구로2동,7917.323,구로2동
다사397437,수궁동,107.665,수궁동
다사445449,구로2동,10000,구로2동
다사406433,오류2동,8924.381,오류2동
다사406433,오류2동,1075.619,오류2동
다사446436,구로1동,3344.634,구로1동
다사407422,항동,9625.323,항동
다사417419,오류2동,7553.377,오류2동
다사430430,개봉3동,133.002,개봉3동
다사414450,개봉1동,9707.016,개봉1동
다사395444,수궁동,9093.365,수궁동
다사407430,항동,432.583,항동
다사407430,항동,9567.417,항동
다사419419,오류2동,8239.916,오류2동
다사421420,오류2동,3587.315,오류2동
다사425457,고척2동,9653.885,고척2동
다사414424,오류2동,10000,오류2동
다사424445,개봉1동,10000,개봉1동
다사447451,구로2동,10000,구로2동
다사447455,신도림동,6049.424,신도림동
다사408430,오류2동,6581.027,오류2동
다사408430,오류2동,3418.973,오류2동
다사408427,항동,1826.939,항동
다사408427,항동,8173.061,항동
다사471430,구로3동,5670.76,구로3동
다사451447,구로2동,3226.619,구로2동
다사451447,구로2동,6773.381,구로2동
다사402455,수궁동,10000,수궁동
다사420422,오류2동,10000,오류2동
다사450438,구로1동,10000,구로1동
다사400453,수궁동,382.788,수궁동
다사439445,고척1동,10000,고척1동
다사446440,구로1동,10000,구로1동
다사408451,수궁동,10000,수궁동
다사395438,수궁동,447.842,수궁동
다사440444,고척1동,10000,고척1동
다사412426,오류2동,10000,오류2동
다사413422,오류2동,10000,오류2동
다사412423,오류2동,10000,오류2동
다사412418,오류2동,442.069,오류2동
다사416453,개봉1동,837.47,개봉1동
다사437438,개봉2동,10000,개봉2동
다사464428,구로3동,10000,구로3동
다사416450,개봉1동,10000,개봉1동
다사400432,항동,5055.026,항동
다사420421,오류2동,10000,오류2동
다사427444,개봉1동,10000,개봉1동
다사442445,구로2동,1379.794,구로2동
다사442445,구로2동,8620.206,구로2동
다사443451,고척1동,10000,고척1동
다사464445,구로5동,2451.712,구로5동
다사406448,수궁동,10000,수궁동
다사422435,오류2동,10000,오류2동
다사412422,오류2동,10000,오류2동
다사457462,신도림동,389.946,신도림동
다사401426,항동,10000,항동
다사451451,구로2동,10000,구로2동
다사446453,구로2동,346.177,구로2동
다사424429,개봉3동,10000,개봉3동
다사456458,신도림동,10000,신도림동
다사427451,고척2동,10000,고척2동
다사402452,수궁동,10000,수궁동
다사407429,항동,10000,항동
다사422433,개봉3동,8043.934,개봉3동
다사422433,개봉3동,1956.066,개봉3동
다사450465,신도림동,1860.201,신도림동
다사404453,수궁동,10000,수궁동
다사444449,구로2동,10000,구로2동
다사442437,구로1동,1878.813,구로1동
다사409449,수궁동,10000,수궁동
다사416421,오류2동,10000,오류2동
다사472429,구로3동,249.523,구로3동
다사407426,항동,10000,항동
다사446434,구로1동,4413.492,구로1동
다사464425,구로3동,9996.654,구로3동
다사464425,구로3동,3.346,구로3동
다사427453,고척2동,10000,고척2동
다사417426,오류2동,10000,오류2동
다사448446,구로2동,3623.604,구로2동
다사448446,구로2동,6376.396,구로2동
다사395440,수궁동,10000,수궁동
다사461448,구로5동,10000,구로5동
다사449450,구로2동,10000,구로2동
다사456462,신도림동,2328.811,신도림동
다사450461,신도림동,9602.823,신도림동
다사461456,신도림동,7274.349,신도림동
다사461456,신도림동,2725.651,신도림동
다사431456,고척2동,10000,고척2동
다사440446,고척1동,10000,고척1동
다사404420,항동,499.184,항동
다사417421,오류2동,10000,오류2동
다사394418,항동,1440.56,항동
다사407425,항동,10000,항동
다사425426,개봉3동,1381.657,개봉3동
다사403456,수궁동,7498.385,수궁동
다사392442,수궁동,25.991,수궁동
다사416430,오류2동,10000,오류2동
다사406451,수궁동,10000,수궁동
다사419432,오류2동,7.048,오류2동
다사419432,오류2동,9992.952,오류2동
다사397424,항동,800.621,항동
다사406454,수궁동,10000,수궁동
다사437437,개봉2동,4615.042,개봉2동
다사437437,개봉2동,3847.374,개봉2동
다사428427,개봉3동,457.658,개봉3동
다사450431,구로1동,250.616,구로1동
다사451437,구로1동,6550.63,구로1동
다사451437,구로1동,3449.37,구로1동
다사409445,수궁동,10000,수궁동
다사407421,항동,2236.699,항동
다사451445,구로2동,3240.072,구로2동
다사451445,구로2동,6759.928,구로2동
다사400445,수궁동,10000,수궁동
다사395445,수궁동,70.244,수궁동
다사408453,수궁동,9660.657,수궁동
다사435435,개봉3동,1208.724,개봉3동
다사413430,오류2동,10000,오류2동
다사461459,신도림동,1557.736,신도림동
다사461430,구로3동,10000,구로3동
다사469425,구로3동,2481.769,구로3동
다사462445,구로5동,10000,구로5동
다사411437,오류2동,10000,오류2동
다사441443,고척1동,6636.304,고척1동
다사441443,고척1동,3363.696,고척1동
다사420430,오류2동,10000,오류2동
다사405442,수궁동,10000,수궁동
다사446456,신도림동,1487.666,신도림동
다사421431,개봉3동,5486.046,개봉3동
다사421431,개봉3동,4513.954,개봉3동
다사447448,구로2동,10000,구로2동
다사466436,구로3동,138.534,구로3동
다사408429,항동,2.246,항동
다사408429,항동,9997.754,항동
다사406434,오류2동,9996.267,오류2동
다사406434,오류2동,3.733,오류2동
다사420436,오류2동,10000,오류2동
다사458441,구로2동,10000,구로2동
다사405420,항동,2019.427,항동
다사450443,구로1동,10000,구로1동
다사449462,신도림동,2575.103,신도림동
다사418432,오류2동,10000,오류2동
다사403429,항동,10000,항동
다사403447,수궁동,10000,수궁동
다사419420,오류2동,10000,오류2동
다사448462,신도림동,52.457,신도림동
다사464452,구로5동,2354.295,구로5동
다사405434,오류2동,6252.129,오류2동
다사405434,오류2동,3747.871,오류2동
다사453464,신도림동,9853.829,신도림동
다사450440,구로1동,10000,구로1동
다사428459,고척2동,19.869,고척2동
다사400449,수궁동,8972.191,수궁동
다사434434,개봉3동,504.173,개봉3동
다사434434,개봉3동,3051.865,개봉3동
다사407453,수궁동,10000,수궁동
다사435443,개봉1동,4477.762,개봉1동
다사435443,개봉1동,5522.238,개봉1동
다사396439,수궁동,10000,수궁동
다사441450,고척1동,10000,고척1동
다사409429,오류2동,5743.648,오류2동
다사409429,오류2동,4256.352,오류2동
다사448451,구로2동,10000,구로2동
다사403452,수궁동,10000,수궁동
다사420434,오류2동,10000,오류2동
다사417420,오류2동,10000,오류2동
다사469431,구로3동,4490.935,구로3동
다사410425,오류2동,10000,오류2동
다사421432,개봉3동,8749.337,개봉3동
다사421432,개봉3동,1250.663,개봉3동
다사402454,수궁동,10000,수궁동
다사406422,항동,10000,항동
다사395418,항동,4252.832,항동
다사398447,수궁동,5553.009,수궁동
다사446458,신도림동,105.732,신도림동
다사425434,개봉3동,10000,개봉3동
다사439437,개봉2동,239.105,개봉2동
다사456455,신도림동,10000,신도림동
다사451450,구로2동,252.311,구로2동
다사451450,구로2동,9747.689,구로2동
다사454464,신도림동,3743.696,신도림동
다사407454,수궁동,10000,수궁동
다사460449,구로5동,10000,구로5동
다사422430,개봉3동,8993.641,개봉3동
다사422430,개봉3동,1006.359,개봉3동
다사435447,고척1동,10000,고척1동
다사429457,고척2동,10000,고척2동
다사408450,수궁동,10000,수궁동
다사424438,오류2동,1919.658,오류2동
다사424438,오류2동,8080.342,오류2동
다사434448,고척1동,10000,고척1동
다사446449,구로2동,10000,구로2동
다사447435,구로1동,9593.295,구로1동
다사449447,구로2동,118.238,구로2동
다사449447,구로2동,9881.762,구로2동
다사432446,고척1동,10000,고척1동
다사463455,구로5동,4005.235,구로5동
다사464453,구로5동,839.376,구로5동
다사452466,신도림동,2150.033,신도림동
다사444444,구로2동,10000,구로2동
다사412424,오류2동,10000,오류2동
다사429458,고척2동,2802.591,고척2동
다사448460,신도림동,7861.257,신도림동
다사422457,고척2동,3506.778,고척2동
다사400425,항동,10000,항동
다사413449,개봉1동,3923.141,개봉1동
다사413449,개봉1동,6076.859,개봉1동
다사451434,구로1동,7916.704,구로1동
다사451434,구로1동,2083.296,구로1동
다사441441,구로1동,3309.841,구로1동
다사441441,구로1동,833.318,구로1동
다사406450,수궁동,10000,수궁동
다사404454,수궁동,10000,수궁동
다사413419,오류2동,5585.654,오류2동
다사424439,개봉2동,9039.219,개봉2동
다사424439,개봉2동,960.781,개봉2동
다사444446,구로2동,10000,구로2동
다사451464,신도림동,10000,신도림동
다사411419,오류2동,2922.164,오류2동
다사459455,신도림동,9785.696,신도림동
다사459455,신도림동,214.304,신도림동
다사434433,개봉3동,0.042,개봉3동
다사454429,가리봉동,1508.679,가리봉동
다사410445,수궁동,10000,수궁동
다사448434,구로1동,1812.601,구로1동
다사396417,항동,1432.577,항동
다사405433,항동,10000,항동
다사453448,구로2동,4603.786,구로2동
다사453448,구로2동,5396.214,구로2동
다사403433,항동,10000,항동
다사398448,수궁동,3941.552,수궁동
다사401428,항동,10000,항동
다사411430,오류2동,10000,오류2동
다사412447,수궁동,4799.314,수궁동
다사412447,수궁동,5190.174,수궁동
다사412447,수궁동,10.512,수궁동
다사465430,구로3동,10000,구로3동
다사419421,오류2동,10000,오류2동
다사464429,구로3동,10000,구로3동
다사423457,고척2동,5719.953,고척2동
다사444439,구로1동,10000,구로1동
다사414420,오류2동,9970.851,오류2동
다사451435,구로1동,7386.703,구로1동
다사451435,구로1동,2613.297,구로1동
다사447458,신도림동,1608.209,신도림동
다사402427,항동,10000,항동
다사399432,항동,114.88,항동
다사470430,구로3동,9139.715,구로3동
다사424435,개봉3동,10000,개봉3동
다사406430,항동,10000,항동
다사440440,개봉2동,7352.085,개봉2동
다사440440,개봉2동,0.002,개봉2동
다사453447,구로2동,10000,구로2동
다사436439,개봉2동,10000,개봉2동
다사446448,구로2동,10000,구로2동
다사425442,오류1동,2827.744,오류1동
다사425442,오류1동,6306.061,오류1동
다사425442,오류1동,866.195,오류1동
다사451432,구로1동,9997.498,구로1동
다사406432,오류2동,7392.372,오류2동
다사406432,오류2동,2607.628,오류2동
다사419441,오류1동,10000,오류1동
다사398441,수궁동,10000,수궁동
다사420424,오류2동,10000,오류2동
다사408454,수궁동,4591.98,수궁동
다사415448,개봉1동,10000,개봉1동
다사443435,구로1동,3437.677,구로1동
다사446457,신도림동,2109.063,신도림동
다사441451,고척1동,10000,고척1동
다사441445,고척1동,9991.099,고척1동
다사441445,고척1동,8.901,고척1동
다사399437,수궁동,8829.412,수궁동
다사398425,항동,6647.057,항동
다사412450,수궁동,5572.546,수궁동
다사410424,오류2동,10000,오류2동
다사466430,구로3동,10000,구로3동
다사443443,구로2동,660.308,구로2동
다사443443,구로2동,9339.692,구로2동
다사426457,고척2동,10000,고척2동
다사416420,오류2동,10000,오류2동
다사396441,수궁동,10000,수궁동
다사425456,고척2동,10000,고척2동
다사396420,항동,10000,항동
다사467428,구로3동,10000,구로3동
다사396422,항동,9959.936,항동
다사421435,오류2동,10000,오류2동
다사451438,구로1동,5976.648,구로1동
다사451438,구로1동,4023.352,구로1동
다사467429,구로3동,10000,구로3동
다사425445,개봉1동,10000,개봉1동
다사443436,구로1동,9224.207,구로1동
다사405426,항동,10000,항동
다사420432,개봉3동,5031.759,개봉3동
다사420432,개봉3동,4968.241,개봉3동
다사394421,항동,1603.396,항동
다사413450,개봉1동,3326.881,개봉1동
다사413450,개봉1동,4105.061,개봉1동
다사392443,수궁동,1338.165,수궁동
다사408428,항동,10000,항동
다사449443,구로1동,10000,구로1동
다사447459,신도림동,5672.741,신도림동
다사445446,구로2동,10000,구로2동
다사428458,고척2동,7989.936,고척2동
다사437439,개봉2동,10000,개봉2동
다사453461,신도림동,10000,신도림동
다사467423,구로3동,4215.56,구로3동
다사425458,고척2동,2325.053,고척2동
다사408426,항동,1680.728,항동
다사408426,항동,8319.272,항동
다사424434,개봉3동,10000,개봉3동
다사460455,구로5동,4410.504,구로5동
다사460455,구로5동,5589.496,구로5동
다사456454,신도림동,10000,신도림동
다사393419,항동,2.169,항동
다사408424,항동,10000,항동
다사453460,신도림동,10000,신도림동
다사400431,항동,10000,항동
다사450439,구로1동,10000,구로1동
다사405438,오류2동,3699.148,오류2동
다사405438,오류2동,6300.852,오류2동
다사438440,개봉1동,1161.277,개봉1동
다사438440,개봉1동,4178.116,개봉1동
다사438440,개봉1동,4660.608,개봉1동
다사459461,신도림동,1056.377,신도림동
다사440441,개봉1동,142.971,개봉1동
다사440441,개봉1동,661.442,개봉1동
다사440441,개봉1동,1128.198,개봉1동
다사440441,개봉1동,338.436,개봉1동
다사440441,개봉1동,7227.757,개봉1동
다사448433,구로1동,1315.281,구로1동
다사446446,구로2동,10000,구로2동
다사450444,구로1동,10000,구로1동
다사433457,고척2동,2175.342,고척2동
다사454455,신도림동,10000,신도림동
다사427457,고척2동,10000,고척2동
다사451433,구로1동,8574.987,구로1동
다사451433,구로1동,1425.013,구로1동
다사425435,개봉3동,10000,개봉3동
다사420420,오류2동,10000,오류2동
다사455438,구로2동,10000,구로2동
다사393445,수궁동,1296.756,수궁동
다사405431,항동,10000,항동
다사410431,오류2동,10000,오류2동
다사409428,오류2동,5434.494,오류2동
다사409428,오류2동,4565.506,오류2동
다사442450,고척1동,10000,고척1동
다사432458,고척2동,421.547,고척2동
다사401449,수궁동,10000,수궁동
다사398420,항동,105.199,항동
다사396445,수궁동,3881.119,수궁동
다사457461,신도림동,9395.442,신도림동
다사448447,구로2동,10000,구로2동
다사394443,수궁동,10000,수궁동
다사468432,구로3동,1190.759,구로3동
다사461457,신도림동,10000,신도림동
다사466431,구로3동,10000,구로3동
다사443444,구로2동,10000,구로2동
다사446459,신도림동,1895.107,신도림동
다사410422,오류2동,9175.704,오류2동
다사413428,오류2동,10000,오류2동
다사419424,오류2동,10000,오류2동
다사402451,수궁동,10000,수궁동
다사451465,신도림동,9550.216,신도림동
다사410452,수궁동,728.213,수궁동
다사411447,수궁동,10000,수궁동
다사410426,오류2동,10000,오류2동
다사399448,수궁동,10000,수궁동
다사433447,고척1동,10000,고척1동
다사414447,오류1동,5595.19,오류1동
다사414447,오류1동,4404.81,오류1동
다사443438,구로1동,9617.627,구로1동
다사403444,수궁동,10000,수궁동
다사400450,수궁동,6461.819,수궁동
다사440443,고척1동,10000,고척1동
다사448458,신도림동,9727.026,신도림동
다사420431,오류2동,104.73,오류2동
다사420431,오류2동,9895.27,오류2동
다사416452,개봉1동,5859.228,개봉1동
다사414428,오류2동,10000,오류2동
다사442451,고척1동,10000,고척1동
다사421434,오류2동,10000,오류2동
다사400441,수궁동,10000,수궁동
다사470426,구로3동,295.96,구로3동
다사393441,수궁동,2900.001,수궁동
다사450446,구로1동,9193.477,구로1동
다사450446,구로1동,806.523,구로1동
다사461444,구로5동,10000,구로5동
다사409451,수궁동,10000,수궁동
다사458456,신도림동,10000,신도림동
다사398446,수궁동,6051.386,수궁동
다사416447,개봉1동,785.825,개봉1동
다사416447,개봉1동,9214.175,개봉1동
다사400436,수궁동,4109.135,수궁동
다사449461,신도림동,9972.543,신도림동
다사418433,오류2동,10000,오류2동
다사443447,구로2동,10000,구로2동
다사443441,구로1동,10000,구로1동
다사412448,수궁동,17.082,수궁동
다사412448,수궁동,9839.167,수궁동
다사412448,수궁동,143.751,수궁동
다사452464,신도림동,10000,신도림동
다사420423,오류2동,10000,오류2동
다사394441,수궁동,10000,수궁동
다사449441,구로1동,10000,구로1동
다사451466,신도림동,6442.92,신도림동
다사401434,수궁동,2635.954,수궁동
다사401434,수궁동,1681.95,수궁동
다사412439,오류2동,2244.093,오류2동
다사412439,오류2동,7755.907,오류2동
다사412421,오류2동,10000,오류2동
다사440453,고척1동,191.343,고척1동
다사454463,신도림동,8531.032,신도림동
다사454452,신도림동,10000,신도림동
다사396440,수궁동,10000,수궁동
다사403453,수궁동,10000,수궁동
다사423433,개봉3동,10000,개봉3동
다사457453,신도림동,6773.102,신도림동
다사457453,신도림동,3226.898,신도림동
다사411432,오류2동,10000,오류2동
다사464432,구로3동,10000,구로3동
다사397446,수궁동,902.242,수궁동
다사400424,항동,10000,항동
다사435436,개봉3동,3786.101,개봉3동
다사435436,개봉3동,4227.381,개봉3동
다사472430,구로3동,860.078,구로3동
다사453456,신도림동,10000,신도림동
다사410429,오류2동,10000,오류2동
다사462428,구로3동,9928.282,구로3동
다사462428,구로3동,71.718,구로3동
다사462423,가리봉동,2903.202,가리봉동
다사465434,구로3동,10000,구로3동
다사465440,구로4동,1204.016,구로4동
다사401452,수궁동,10000,수궁동
다사411451,수궁동,1310.214,수궁동
다사447430,구로1동,317.839,구로1동
다사442442,구로2동,4938.789,구로2동
다사442442,구로2동,5061.211,구로2동
다사394442,수궁동,10000,수궁동
다사424436,오류2동,2515.152,오류2동
다사424436,오류2동,3232.89,오류2동
다사424436,오류2동,4251.958,오류2동
다사403455,수궁동,10000,수궁동
다사411427,오류2동,10000,오류2동
다사415422,오류2동,10000,오류2동
다사470431,구로3동,906.789,구로3동
다사406429,항동,10000,항동
다사433432,개봉3동,611.273,개봉3동
다사405453,수궁동,10000,수궁동
다사401431,항동,10000,항동
다사427426,개봉3동,335.488,개봉3동
다사450442,구로1동,10000,구로1동
다사441447,고척1동,10000,고척1동
다사398422,항동,10000,항동
다사447460,신도림동,4428.466,신도림동
다사414422,오류2동,10000,오류2동
다사419440,오류2동,4432.633,오류2동
다사419440,오류2동,5567.367,오류2동
다사443448,구로2동,81.566,구로2동
다사443448,구로2동,9918.434,구로2동
다사406423,항동,10000,항동
다사405443,수궁동,10000,수궁동
다사408422,항동,6265.021,항동
다사400419,항동,59.166,항동
다사398426,항동,4333.216,항동
다사402441,수궁동,10000,수궁동
다사405421,항동,10000,항동
다사410423,오류2동,10000,오류2동
다사406456,수궁동,9564.717,수궁동
다사441444,고척1동,8333.352,고척1동
다사441444,고척1동,1666.648,고척1동
다사402429,항동,10000,항동
다사442453,고척1동,76.42,고척1동
다사412438,오류2동,10000,오류2동
다사453449,구로5동,9998.103,구로5동
다사453449,구로5동,1.897,구로5동
다사406438,오류2동,10000,오류2동
다사394445,수궁동,2244.796,수궁동
다사404450,수궁동,10000,수궁동
다사421423,오류2동,5990.382,오류2동
다사442440,구로1동,1761.246,구로1동
다사452465,신도림동,9704.58,신도림동
다사406428,항동,10000,항동
다사404428,항동,10000,항동
다사406431,항동,306.95,항동
다사406431,항동,9693.05,항동
다사405450,수궁동,10000,수궁동
다사410427,오류2동,10000,오류2동
다사405427,항동,10000,항동
다사398423,항동,10000,항동
다사400430,항동,10000,항동
다사421430,오류2동,2181.189,오류2동
다사421430,오류2동,7818.811,오류2동
다사452448,구로2동,10000,구로2동
다사466429,구로3동,10000,구로3동
다사424433,개봉3동,10000,개봉3동
다사413429,오류2동,10000,오류2동
다사421429,오류2동,10000,오류2동
다사400452,수궁동,3367.511,수궁동
다사422441,오류1동,9736.961,오류1동
다사422441,오류1동,263.039,오류1동
다사442444,구로2동,10000,구로2동
다사463429,구로3동,10000,구로3동
다사412429,오류2동,10000,오류2동
다사446441,구로1동,10000,구로1동
다사434447,고척1동,10000,고척1동
다사413426,오류2동,10000,오류2동
다사426454,고척2동,10000,고척2동
다사449433,구로1동,9954.215,구로1동
다사413448,개봉1동,2254.497,개봉1동
다사413448,개봉1동,1764.453,개봉1동
다사413448,개봉1동,5981.05,개봉1동
다사419431,오류2동,10000,오류2동
다사406452,수궁동,10000,수궁동
다사402434,항동,1112.68,항동
다사402434,항동,2539.013,항동
다사402434,항동,6348.307,항동
다사416422,오류2동,10000,오류2동
다사450466,신도림동,1051.73,신도림동
다사445437,구로1동,10000,구로1동
다사418419,오류2동,5542.109,오류2동
다사453450,구로5동,253.823,구로5동
다사453450,구로5동,9746.177,구로5동
다사399436,수궁동,227.596,수궁동
다사417452,개봉1동,10000,개봉1동
다사411436,오류2동,10000,오류2동
다사427443,개봉1동,10000,개봉1동
다사424430,개봉3동,10000,개봉3동
다사411450,수궁동,9271.323,수궁동
다사420433,오류2동,10000,오류2동
다사443442,구로1동,9321.24,구로1동
다사443442,구로1동,678.76,구로1동
다사411435,오류2동,10000,오류2동
다사422432,개봉3동,10000,개봉3동
다사414448,개봉1동,201.188,개봉1동
다사414448,개봉1동,9798.812,개봉1동
다사402447,수궁동,10000,수궁동
다사440438,개봉2동,52.95,개봉2동
다사455462,신도림동,9488.17,신도림동
다사465427,구로3동,10000,구로3동
다사401429,항동,10000,항동
다사405457,수궁동,198.428,수궁동
다사409453,수궁동,1159.851,수궁동
다사441446,고척1동,10000,고척1동
다사406426,항동,10000,항동
다사406420,항동,1061.686,항동
다사414451,개봉1동,1056.999,개봉1동
다사411426,오류2동,10000,오류2동
다사463449,구로5동,3928.463,구로5동
다사410438,오류2동,10000,오류2동
다사414421,오류2동,10000,오류2동
다사451444,구로2동,2989.161,구로2동
다사451444,구로2동,7010.839,구로2동
다사401430,항동,10000,항동
다사464431,구로3동,10000,구로3동
다사462457,신도림동,7396.464,신도림동
다사462457,신도림동,32.191,신도림동
다사449451,구로2동,10000,구로2동
다사451431,구로1동,2463.351,구로1동
다사429428,개봉3동,97.338,개봉3동
다사405432,항동,3.374,항동
다사405432,항동,9996.626,항동
다사420455,개봉1동,695.502,개봉1동
다사442438,구로1동,2654.059,구로1동
다사438439,개봉2동,10000,개봉2동
다사406455,수궁동,10000,수궁동
다사411431,오류2동,10000,오류2동
다사467430,구로3동,10000,구로3동
다사446452,구로2동,3932.866,구로2동
다사401445,수궁동,10000,수궁동
다사420418,오류2동,7070.748,오류2동
다사425428,개봉3동,10000,개봉3동
다사421418,오류2동,1630.65,오류2동
다사419433,오류2동,10000,오류2동
다사450463,신도림동,9913.26,신도림동
다사463454,구로5동,6797.515,구로5동
다사423429,개봉3동,7402.802,개봉3동
다사423429,개봉3동,2597.198,개봉3동
다사415450,개봉1동,10000,개봉1동
다사450432,구로1동,8862.078,구로1동
다사421421,오류2동,4484.424,오류2동
다사447434,구로1동,5354.34,구로1동
다사446437,구로1동,6764.637,구로1동
다사465424,구로3동,9559.574,구로3동
다사465424,구로3동,440.426,구로3동
다사445450,구로2동,10000,구로2동
다사416449,개봉1동,10000,개봉1동
다사462456,구로5동,1705.754,구로5동
다사462456,구로5동,8191.131,구로5동
다사405428,항동,10000,항동
다사468428,구로3동,10000,구로3동
다사420435,오류2동,10000,오류2동
다사394419,항동,8874.005,항동
다사451441,구로2동,4659.986,구로2동
다사451441,구로2동,5340.014,구로2동
다사401455,수궁동,9885.357,수궁동
다사405429,항동,10000,항동
다사439440,개봉2동,7182.87,개봉2동
다사439440,개봉2동,2817.13,개봉2동
다사461440,구로4동,9943.287,구로4동
다사461440,구로4동,56.713,구로4동
다사443437,구로1동,9823.114,구로1동
다사412425,오류2동,10000,오류2동
다사450462,신도림동,9466.74,신도림동
다사411425,오류2동,10000,오류2동
다사408456,수궁동,3107.669,수궁동
다사430456,고척2동,10000,고척2동
다사430457,고척2동,4716.101,고척2동
다사444445,구로2동,10000,구로2동
다사415451,개봉1동,9444.551,개봉1동
다사398424,항동,9618.114,항동
다사400420,항동,4626.529,항동
다사413447,오류1동,10000,오류1동
다사449463,신도림동,620.711,신도림동
다사408455,수궁동,5812.055,수궁동
다사423456,고척2동,10000,고척2동
다사405430,항동,10000,항동
다사448457,신도림동,9498.442,신도림동
다사397423,항동,6371.658,항동
다사439444,고척1동,10000,고척1동
다사442443,구로2동,10000,구로2동
다사393443,수궁동,9951.822,수궁동
다사444435,구로1동,746.02,구로1동
다사409430,오류2동,10000,오류2동
다사422431,개봉3동,10000,개봉3동
다사440445,고척1동,10000,고척1동
다사404436,오류2동,1539.169,오류2동
다사404436,오류2동,8460.831,오류2동
다사422434,오류2동,1424.135,오류2동
다사422434,오류2동,8575.865,오류2동
다사415419,오류2동,1328.559,오류2동
다사402438,수궁동,10000,수궁동
다사398428,항동,6347.655,항동
다사412420,오류2동,10000,오류2동
다사461458,신도림동,7699.468,신도림동
다사443453,고척1동,4145.772,고척1동
다사451463,신도림동,10000,신도림동
다사399449,수궁동,3637.91,수궁동
다사394444,수궁동,9998.834,수궁동
다사414423,오류2동,10000,오류2동
다사404448,수궁동,10000,수궁동
다사467427,구로3동,10000,구로3동
다사426444,개봉1동,10000,개봉1동
다사434455,고척2동,1699.309,고척2동
다사425438,개봉2동,10000,개봉2동
다사450433,구로1동,10000,구로1동
다사460457,신도림동,10000,신도림동
다사405449,수궁동,10000,수궁동
다사417453,개봉1동,7367.637,개봉1동
다사407452,수궁동,10000,수궁동
다사409425,항동,4156.914,항동
다사409425,항동,5843.086,항동
다사439438,개봉2동,4717.389,개봉2동
다사445451,구로2동,4827.316,구로2동
다사454451,신도림동,7930.083,신도림동
다사454451,신도림동,2069.917,신도림동
다사463426,구로3동,10000,구로3동
다사400446,수궁동,10000,수궁동
다사402445,수궁동,10000,수궁동
다사396438,수궁동,5916.001,수궁동
다사443446,구로2동,10000,구로2동
다사407427,항동,10000,항동
다사416419,오류2동,5700.453,오류2동
다사444451,고척1동,6610.23,고척1동
다사444451,고척1동,2646.916,고척1동
다사410451,수궁동,8728.818,수궁동
다사411424,오류2동,10000,오류2동
다사413438,오류2동,10000,오류2동
다사424457,고척2동,2388.77,고척2동
다사446435,구로1동,9153.827,구로1동
다사404430,항동,10000,항동
다사423435,개봉3동,5305.113,개봉3동
다사423435,개봉3동,4694.887,개봉3동
다사446451,구로2동,6296.766,구로2동
다사403438,수궁동,10000,수궁동
다사406421,항동,9945.256,항동
다사409450,수궁동,10000,수궁동
다사411423,오류2동,10000,오류2동
다사394440,수궁동,9941.125,수궁동
다사447436,구로1동,8722.198,구로1동
다사433445,고척1동,10000,고척1동
다사464446,구로5동,399.952,구로5동
다사464442,구로4동,7157.583,구로4동
다사421437,오류2동,10000,오류2동
다사402426,항동,10000,항동
다사409431,오류2동,10000,오류2동
다사402422,항동,10000,항동
다사420417,오류2동,150.283,오류2동
다사403428,항동,10000,항동
다사437455,고척2동,2673.856,고척2동
다사406440,수궁동,10000,수궁동
다사404452,수궁동,10000,수궁동
다사446442,구로1동,10000,구로1동
다사445439,구로1동,10000,구로1동
다사463430,구로3동,10000,구로3동
다사407431,오류2동,5416.994,오류2동
다사407431,오류2동,4583.006,오류2동
다사419453,개봉1동,5459.984,개봉1동
다사438438,개봉2동,10000,개봉2동
다사445436,구로1동,2176.817,구로1동
다사442441,구로1동,9080.196,구로1동
다사441442,구로2동,527.82,구로2동
다사441442,구로2동,3721.381,구로2동
다사441442,구로2동,5750.799,구로2동
다사423437,오류2동,10000,오류2동
다사466428,구로3동,10000,구로3동
다사404456,수궁동,9843.816,수궁동
다사403431,항동,10000,항동
다사426426,개봉3동,2162.002,개봉3동
다사405441,수궁동,10000,수궁동
다사450450,구로2동,10000,구로2동
다사464434,구로3동,10000,구로3동
다사441452,고척1동,5859.989,고척1동
다사397422,항동,10000,항동
다사405452,수궁동,10000,수궁동
다사405439,오류2동,3632.559,오류2동
다사405439,오류2동,6367.441,오류2동
다사451446,구로2동,4821.492,구로2동
다사451446,구로2동,5178.508,구로2동
다사463428,구로3동,10000,구로3동
다사471428,구로3동,2047.806,구로3동
다사421424,오류2동,6562.24,오류2동
다사400451,수궁동,3872.865,수궁동
다사434445,고척1동,10000,고척1동
다사445435,구로1동,7008.415,구로1동
다사449460,신도림동,10000,신도림동
다사417429,오류2동,10000,오류2동
다사405444,수궁동,10000,수궁동
다사418426,오류2동,10000,오류2동
다사400448,수궁동,10000,수궁동
다사463450,구로5동,3839.177,구로5동
다사395443,수궁동,10000,수궁동
