gid,lbl,val_200,d_name,cctv_21,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사438442,484,484,고척1동,4.225,0,3.5,1.095,1,8.459,577
다사454430,81,81,가리봉동,0.071,0,1,1,1.041,1.115,1286
다사434452,281,281,고척2동,6.363,0,3,1.095,1,10.252,407
다사460432,341,341,구로3동,0.078,0.63,2.5,1,1,3.208,1094
다사464438,564,564,구로4동,4.35,0,3,1,1,7.35,682
다사429446,331,331,개봉1동,2.82,0,1.5,1,1.041,4.497,961
다사455446,13,13,구로5동,5.941,0.225,3,1,1,9.166,511
다사422438,101,101,오류2동,3.599,0,2.5,1,1.041,6.349,786
다사454433,464,464,구로2동,0.22,0.715,1.5,1,1.041,2.535,1163
다사436447,136,136,고척1동,5.573,0,2.5,1,1,8.073,617
다사466423,274,274,구로3동,3.748,0,3.5,1,1,7.248,696
다사410447,74,74,수궁동,8.397,0,1,1,1.041,9.782,464
다사437440,520,520,개봉1동,5.334,0,4,1.095,1,10.221,416
다사401421,65,65,항동,10,0,2,1,1,12,245
다사427440,406,406,개봉2동,3.5,0,4,1,1.041,7.807,637
다사401427,637,637,항동,10,0,2,1.095,1,13.14,107
다사429435,531,531,개봉3동,0.891,0.625,3,1.095,1.041,5.148,900
다사433435,319,319,개봉2동,2.482,0,1.5,1.095,1.041,4.539,958
다사437447,N/A,0,고척1동,0,0.555,4,1,1,4.555,956
다사402424,748,748,항동,10,0,2,1.095,1,13.14,107
다사424427,819,819,개봉3동,3.274,0,2.5,1,1,5.774,837
다사398421,239,239,항동,10,0,2,1.095,1,13.14,107
다사426450,193,193,고척2동,0.098,0.315,2.5,1,1.041,3.032,1115
다사461435,42,42,구로4동,7.187,0.5,3,1,1.041,11.125,348
다사398438,205,205,수궁동,0.024,0.435,2,1,1.041,2.56,1162
다사400437,405,405,수궁동,8.313,0,3.5,1,1,11.813,273
다사456448,298,298,구로5동,6.833,0,3,1,1.041,10.236,412
다사459433,353,353,구로4동,4.535,0.96,3.5,1,1,8.995,526
다사459451,395,395,구로5동,7.255,0,3,1.095,1,11.229,337
다사417437,370,370,오류2동,0.726,0.285,4,1,1,5.011,915
다사455454,593,593,신도림동,7.55,0.12,3.5,1.095,1,12.231,225
다사466425,549,549,구로3동,3.569,0,4,1.095,1,8.288,589
다사468427,427,427,구로3동,1.235,0,3.5,1.095,1,5.185,896
다사457448,301,301,구로5동,0.809,0,3.5,1,1.041,4.486,962
다사403439,N/A,0,수궁동,0,0,1,1,1,1,1330
다사432455,366,366,고척2동,10,0,3.5,1.095,1,14.782,25
다사457458,420,420,신도림동,10,0,3,1,1,13,156
다사402444,90,90,수궁동,3.623,0,1,1,1,4.623,950
다사448442,438,438,구로1동,5.96,0,4,1.095,1,10.906,367
다사424456,53,53,고척2동,8.367,0,1,1,1,9.367,491
다사448440,378,378,구로1동,10,0,3,1.095,1,14.235,38
다사452455,520,520,신도림동,2.9,0,2.5,1.095,1,5.913,824
다사456442,260,260,구로2동,0,0,2,1,1.041,2.082,1200
다사462439,233,233,구로4동,0,0.75,3,1,1.041,3.904,1023
다사413427,263,263,오류2동,5.602,0,2.5,1.095,1,8.872,542
다사469426,369,369,구로3동,5.091,0.6,4,1.095,1,10.612,388
다사436453,794,794,고척2동,8.513,0,3.5,1.095,1,13.154,105
다사415429,267,267,오류2동,4.791,0,2,1,1,6.791,742
다사418421,189,189,오류2동,6.805,0,3,1.095,1,10.736,382
다사418449,201,201,개봉1동,5.237,0,3,1,1.041,8.575,570
다사419438,183,183,오류2동,0.274,0,3,1,1.041,3.408,1078
다사465436,331,331,구로3동,3.604,0,1,1,1,4.604,951
다사429430,213,213,개봉3동,6.441,0,1.5,1,1.041,8.267,591
다사462442,867,867,구로4동,7.49,0,4,1.095,1,12.582,195
다사413433,227,227,오류2동,6.865,0,3,1,1,9.865,456
다사452458,34,34,신도림동,3.799,0,2.5,1,1.041,6.557,767
다사403440,294,294,수궁동,3.607,0,1,1.095,1,5.045,911
다사413436,38,38,오류2동,10,0,1,1,1,11,354
다사423446,288,288,개봉1동,3.186,0,3,1,1.041,6.44,779
다사426430,1091,1091,개봉3동,5.34,0,3.5,1,1.041,9.202,505
다사427449,316,316,고척2동,0.809,0.835,1.5,1,1.041,3.273,1092
다사435438,359,359,개봉2동,6.061,0,2.5,1,1,8.561,572
다사399422,215,215,항동,10,0,2,1.095,1,13.14,107
다사461432,451,451,구로3동,6.676,0,3.5,1,1,10.176,421
다사449458,12,12,신도림동,6.168,0,1,1,1,7.168,707
다사459457,376,376,신도림동,7.372,0,3.5,1.095,1,11.905,270
다사420443,337,337,오류1동,6.495,0.795,3,1.095,1,11.268,333
다사442448,101,101,고척1동,3.594,0,1,1,1.041,4.782,935
다사416434,435,435,오류2동,4.095,0,4,1,1.041,8.427,581
다사452434,119,119,구로2동,1.081,0,2,1,1.041,3.207,1095
다사469427,574,574,구로3동,1.622,0.485,4,1.095,1,6.687,758
다사414436,338,338,오류2동,9.134,0,0,1.095,1,10.002,438
다사460430,271,271,구로3동,2.97,0,3,1,1,5.97,821
다사407436,213,213,오류2동,10,0,1,1.095,1,12.045,233
다사455453,70,70,신도림동,6.439,0,3.5,1.095,1.041,11.329,323
다사460445,66,66,구로5동,7.386,0,2,1,1.041,9.771,465
다사403426,259,259,항동,10,0,3,1.095,1.041,14.819,24
다사412435,6,6,오류2동,7.839,0,3,1,1.041,11.283,329
다사416437,420,420,오류2동,5.606,0,4,1,1,9.606,475
다사454449,508,508,구로5동,2.338,1.19,4,1.095,1,8.243,598
다사427439,609,609,개봉2동,0.218,0,3.5,1,1.041,3.87,1025
다사435445,11,11,고척1동,10,0,2,1,1,12,245
다사464436,318,318,구로3동,0,0,3,1,1.041,3.123,1105
다사401444,71,71,수궁동,7.11,0,1,1,1,8.11,613
다사452444,200,200,구로2동,0.767,0,2.5,1.095,1.041,3.724,1039
다사406436,26,26,오류2동,10,0,1,1,1,11,354
다사447431,324,324,구로1동,10,0,1.5,1,1,11.5,294
다사448435,201,201,구로1동,0.419,0,3,1,1,3.419,1076
다사440448,13,13,고척1동,9.811,0,1.5,1,1,11.311,325
다사463433,770,770,구로3동,4.545,0,3.5,1.095,1,8.809,546
다사449452,364,364,구로2동,5.271,0.075,2.5,1.095,1,8.591,566
다사404437,6,6,수궁동,5.866,0,1,1,1,6.866,732
다사413425,64,64,오류2동,5.004,0,1.5,1,1,6.504,773
다사428445,114,114,개봉1동,4.885,0,2.5,1,1.041,7.688,653
다사454431,246,246,가리봉동,0,0,2,1,1.041,2.082,1200
다사409435,373,373,오류2동,5.295,0,2.5,1,1,7.795,639
다사454450,211,211,구로5동,10,0,3,1,1,13,156
다사430435,197,197,개봉3동,1.138,0,2.5,1,1.041,3.787,1032
다사452450,99,99,구로5동,2.288,0.315,2.5,1.095,1,5.588,853
다사459449,503,503,구로5동,4.194,0.455,3.5,1.095,1,8.923,539
다사401422,82,82,항동,10,0,2,1.095,1,13.14,107
다사425453,413,413,고척2동,1.566,0,2,1,1.041,3.712,1041
다사462450,1290,1290,구로5동,5.638,0,4,1.095,1,10.554,391
다사406446,63,63,수궁동,5.279,0,2,1,1,7.279,693
다사431444,279,279,개봉1동,4.229,1,3.5,1,1,8.729,553
다사426440,454,454,개봉2동,4.277,0,3,1,1.041,7.575,663
다사456430,265,265,가리봉동,0.003,1.255,2,1,1.041,3.392,1080
다사411449,6,6,수궁동,10,0,1,1,1.041,11.451,302
다사419439,234,234,오류2동,0.113,0.68,4,1,1.041,4.99,917
다사399430,172,172,항동,9.156,0,3.5,1,1.041,13.175,103
다사429451,378,378,고척2동,1.209,0,3,1,1.041,4.382,974
다사436437,816,816,개봉2동,1.806,0,1.5,1.095,1,3.62,1056
다사459436,386,386,구로4동,6.642,1.88,3,1,1.041,11.994,260
다사409434,331,331,오류2동,7.709,0,3,1,1,10.709,383
다사454446,161,161,구로2동,5.415,0,3,1.095,1.041,9.592,476
다사461437,298,298,구로4동,0.018,0,2,1,1.041,2.101,1197
다사422448,332,332,개봉1동,8.713,0.435,3.5,1.095,1.041,14.417,34
다사420426,N/A,0,오류2동,0,0,2,1,1,2,1209
다사432444,749,749,고척1동,10,0,3,1,1,13,156
다사449455,396,396,신도림동,9.267,0,3.5,1.095,1,13.98,60
다사420446,296,296,오류1동,3.509,0,2.5,1,1.041,6.255,797
다사458432,503,503,구로4동,0.006,0.19,3.5,1,1,3.696,1048
다사440450,310,310,고척1동,7.103,0,2.5,1,1.041,9.997,441
다사453462,76,76,신도림동,8.631,0,2,1.095,1,11.641,288
다사437450,297,297,고척1동,3.501,0.65,2.5,1.095,1,7.283,692
다사408438,193,193,오류2동,10,0,2.5,1,1,12.5,200
다사455458,822,822,신도림동,10,0,4,1.095,1,15.33,11
다사416432,54,54,오류2동,9.143,0,4,1,1,13.143,106
다사428448,314,314,고척2동,0.207,0,2,1,1.041,2.297,1183
다사457433,742,742,구로4동,0.023,0.2,3.5,1,1,3.723,1040
다사458444,312,312,구로5동,4.123,0.5,2.5,1,1.041,7.415,675
다사449439,716,716,구로1동,10,0,4,1.095,1,15.33,11
다사409447,233,233,수궁동,6.95,0,1.5,1.095,1,9.253,498
다사457435,140,140,구로4동,4.771,0.115,2.5,1,1,7.386,677
다사421427,236,236,오류2동,5.972,0,3,1.095,1,9.824,459
다사457436,446,446,구로2동,3.475,0,3,1,1.041,6.74,750
다사461441,201,201,구로4동,6.099,0,4,1.095,1,11.058,351
다사407449,N/A,0,수궁동,0,0,1,1,1.041,1.041,1290
다사423449,365,365,개봉1동,2.322,0.355,3,1,1.041,5.91,825
다사456456,805,805,신도림동,9.557,0,2.5,1.095,1,13.202,100
다사399426,517,517,항동,10,0,2,1.095,1,13.14,107
다사432447,N/A,0,고척1동,0,0,1.5,1,1.041,1.562,1252
다사431433,235,235,개봉3동,0.099,0.37,3.5,1,1.041,4.132,1007
다사398444,125,125,수궁동,10,0,3,1,1,13,156
다사435441,758,758,개봉1동,7.52,0,2.5,1,1,10.02,436
다사453431,306,306,가리봉동,0.068,0,2,1,1.041,2.153,1190
다사419443,83,83,오류1동,0.851,0.65,3,1,1.041,4.686,942
다사399442,396,396,수궁동,10,0,3,1,1,13,156
다사458433,704,704,구로4동,0.029,0.415,3,1,1,3.444,1073
다사460453,555,555,구로5동,10,0,3.5,1,1,13.5,88
다사407435,36,36,오류2동,9.235,0,1,1,1,10.235,413
다사408444,462,462,수궁동,6.926,0,2.5,1,1,9.426,488
다사416436,565,565,오류2동,6.25,0.185,3,1,1,9.435,487
다사424447,803,803,개봉1동,7.947,0.715,3,1.095,1.041,13.293,96
다사405448,N/A,0,수궁동,0,0,1,1,1.041,1.041,1290
다사450448,40,40,구로2동,6.07,0,2,1,1.041,8.401,583
다사462443,990,990,구로5동,8.671,0.335,4,1.095,1,14.242,37
다사416440,399,399,오류1동,3.989,0.415,3,1.095,1,8.107,614
다사449454,294,294,신도림동,2.821,0,4,1.095,1,7.469,672
다사449445,74,74,구로1동,2.914,0.715,2,1.095,1,6.164,806
다사402423,351,351,항동,10,0,2,1.095,1,13.14,107
다사427442,615,615,개봉2동,10,0,3,1.095,1,14.235,38
다사431446,91,91,고척1동,6.371,0,1.5,1,1.041,8.194,607
다사453452,714,714,신도림동,10,0,4,1.095,1,15.33,11
다사440451,157,157,고척1동,9.957,0,3,1.095,1,14.188,48
다사418430,139,139,오류2동,8.611,0,1.5,1.095,1,11.072,350
다사458449,317,317,구로5동,0.087,0.5,3,1,1.041,3.734,1035
다사407450,14,14,수궁동,9.004,0,1,1,1.041,10.414,395
다사459435,347,347,구로4동,5.846,0,3,1,1.041,9.209,504
다사423453,350,350,고척2동,0.466,0,2.5,1,1.041,3.088,1110
다사404426,362,362,항동,10,0,2,1.095,1,13.14,107
다사415428,483,483,오류2동,9.929,0,3,1.095,1,14.157,49
다사416429,203,203,오류2동,1.17,0,2,1.095,1,3.471,1071
다사423450,545,545,개봉1동,1.864,0,3,1,1.041,5.063,908
다사431439,869,869,개봉2동,5.968,0,3.5,1.095,1,10.367,399
다사451458,255,255,신도림동,3.484,0.835,2.5,1,1.041,7.099,712
다사414435,95,95,오류2동,0.051,0,1.5,1,1.041,1.615,1248
다사437443,257,257,고척1동,10,0,2.5,1,1,12.5,200
다사438445,9,9,고척1동,2.288,0,3,1,1,5.288,885
다사465425,N/A,0,구로3동,0,0,3,1,1,3,1117
다사395442,232,232,수궁동,7.246,0,1,1,1,8.246,595
다사413431,234,234,오류2동,9.966,0,2.5,1,1,12.466,215
다사415440,134,134,오류1동,10,0,3,1,1.041,13.533,87
다사425440,460,460,개봉2동,2.718,0,3,1,1.041,5.952,822
다사436455,N/A,0,고척2동,0,0,1,1,1,1,1330
다사426442,N/A,0,개봉2동,0,0,2,1,1,2,1209
다사408432,280,280,오류2동,5.437,0,2,1.095,1,8.144,608
다사419449,334,334,개봉1동,2.165,0,2,1,1.041,4.336,986
다사404444,16,16,수궁동,7.807,0,1,1,1,8.807,547
다사410434,352,352,오류2동,7.478,0,3,1.095,1,11.473,301
다사425429,N/A,0,개봉3동,0,0,2,1,1,2,1209
다사414432,318,318,오류2동,9.557,0,3,1.095,1,13.75,66
다사430448,216,216,개봉1동,3.203,0,2,1,1.041,5.416,872
다사461424,288,288,가리봉동,0.849,1.565,3,1.095,1.041,6.171,805
다사418437,384,384,오류2동,0.365,0.18,3,1,1.041,3.69,1049
다사434435,524,524,개봉2동,10,0,1.5,1,1,11.5,294
다사416444,204,204,오류1동,1.396,0,3,1,1.041,4.576,953
다사426447,352,352,개봉1동,1.339,0,1.5,1,1.041,2.955,1127
다사409441,429,429,수궁동,1.701,0,2,1,1.041,3.853,1026
다사430431,92,92,개봉3동,4.752,0,1,1,1.041,5.988,820
다사435446,N/A,0,고척1동,0,0,1.5,1,1,1.5,1261
다사453440,310,310,구로2동,3.077,0,3,1,1.041,6.326,789
다사459437,167,167,구로2동,1.671,0.335,2,1,1.041,4.17,1004
다사461446,955,955,구로5동,6.882,0.28,3,1.095,1,11.127,347
다사469428,15,15,구로3동,4.163,1.315,3,1,1,8.478,575
다사419451,580,580,개봉1동,4.768,0,2.5,1,1.041,7.566,664
다사458448,215,215,구로5동,1.795,0.59,3,1,1.041,5.606,851
다사427431,965,965,개봉3동,2.797,0,3,1,1,5.797,835
다사441448,275,275,고척1동,4.183,0,2,1,1.041,6.437,780
다사457446,273,273,구로5동,1.422,0,2,1,1.041,3.562,1059
다사399444,692,692,수궁동,9.424,0.835,3,1.095,1,14.519,31
다사406453,N/A,0,수궁동,0,0,1,1,1.041,1.041,1290
다사459424,N/A,0,가리봉동,0,0,1,1,1,1,1330
다사463438,237,237,구로4동,0.339,0.28,3,1,1.041,3.767,1033
다사419447,906,906,개봉1동,7.457,0,2.5,1,1,9.957,444
다사449442,6,6,구로1동,10,0,2.5,1,1,12.5,200
다사453458,7,7,신도림동,5.793,0,2.5,1,1,8.293,588
다사457438,407,407,구로2동,3.067,0,2.5,1,1.041,5.795,836
다사459459,492,492,신도림동,6.762,0,1.5,1.095,1,9.047,518
다사448439,817,817,구로1동,10,0,3,1.095,1,14.235,38
다사446450,N/A,0,구로2동,0,0,1.5,1,1,1.5,1261
다사454437,477,477,구로2동,2.283,0,2,1,1.041,4.459,965
다사461427,234,234,가리봉동,0.053,0,2,1,1.041,2.137,1191
다사460438,271,271,구로4동,1.032,0.265,2,1,1.041,3.432,1075
다사433439,283,283,개봉2동,7.117,0.18,3,1,1,10.297,404
다사433450,167,167,고척1동,3.64,0,2.5,1,1.041,6.392,782
다사439453,132,132,고척1동,5.479,0,1.5,1,1.041,7.265,695
다사452437,338,338,구로2동,3.054,0,2,1,1.041,5.261,889
다사421447,395,395,개봉1동,1.701,0,3,1,1.041,4.894,926
다사417443,470,470,오류1동,2.453,0,3,1.095,1.041,6.216,800
다사417446,514,514,오류1동,7.532,0,2,1,1.041,9.923,448
다사456460,748,748,신도림동,5.282,0,2,1.095,1,7.974,628
다사463440,85,85,구로4동,0,0,3,1,1.041,3.123,1105
다사468431,399,399,구로3동,7.076,0.335,2.5,1.095,1,10.853,372
다사458437,400,400,구로2동,1.966,0.5,2.5,1,1.041,5.17,898
다사396418,297,297,항동,10,0,1.5,1,1,11.5,294
다사416446,977,977,오류1동,10,0,3,1.095,1,14.235,38
다사435451,32,32,고척1동,1.049,2.39,3,1,1.041,6.703,754
다사416431,587,587,오류2동,9.736,0,3,1,1,12.736,181
다사448431,216,216,구로1동,4.973,0,2,1,1,6.973,723
다사410442,164,164,수궁동,5.342,0,1.5,1,1,6.842,733
다사460435,1188,1188,구로4동,3.812,0,3,1.095,1.041,7.765,644
다사415430,414,414,오류2동,9.132,0,2.5,1.095,1,12.737,180
다사423451,523,523,개봉1동,3.656,1.155,2,1,1.041,7.09,714
다사429450,601,601,고척2동,4.037,0,2.5,1,1.041,6.805,740
다사412440,37,37,수궁동,7.817,0,2,1,1.041,10.219,418
다사422453,531,531,개봉1동,4.414,0,3,1.095,1.041,8.451,578
다사402449,N/A,0,수궁동,0,0,1,1,1,1,1330
다사452453,718,718,신도림동,10,0,2.5,1.095,1,13.688,68
다사457437,341,341,구로2동,9.302,0,2.5,1,1.041,12.286,224
다사429436,464,464,개봉2동,5.943,0,3,1,1.041,9.31,496
다사433440,43,43,개봉2동,3.764,1.25,2.5,1,1.041,7.822,635
다사464433,414,414,구로3동,5.166,0,3,1.095,1,8.942,537
다사466426,70,70,구로3동,7.636,0,3,1.095,1,11.646,287
다사409436,40,40,오류2동,10,0,2,1,1,12,245
다사418434,N/A,0,오류2동,0,0,1,1,1,1,1330
다사452445,1055,1055,구로2동,8.803,0,3,1,1,11.803,276
다사453443,309,309,구로2동,3.564,0.715,2,1,1.041,6.536,768
다사462438,270,270,구로4동,4.196,1.5,3,1,1.041,9.053,517
다사431435,355,355,개봉3동,0,0,2,1,1.041,2.082,1200
다사455445,440,440,구로2동,3.542,1.365,2.5,1,1.041,7.711,649
다사465435,266,266,구로3동,5.948,0,3,1.095,1,9.798,463
다사455461,786,786,신도림동,4.182,0,2,1.095,1,6.769,747
다사424443,345,345,오류1동,8.197,0,3,1,1,11.197,340
다사418423,184,184,오류2동,10,0,2.5,1,1,12.5,200
다사425427,313,313,개봉3동,0.055,0,3,1,1.041,3.18,1098
다사400444,52,52,수궁동,2.67,0,3,1,1,5.67,847
다사420451,268,268,개봉1동,0.545,0,2.5,1,1.041,3.17,1100
다사423452,425,425,고척2동,1.713,0,2.5,1,1.041,4.386,973
다사433452,792,792,고척2동,7.737,0,2.5,1.095,1,11.21,339
다사470428,79,79,구로3동,5.973,0.675,2.5,1,1,9.148,513
다사407442,310,310,수궁동,8.984,0,2,1.095,1,12.027,242
다사452452,157,157,신도림동,10,0.265,2.5,1,1,12.765,179
다사426428,219,219,개봉3동,0.33,0,2,1.095,1.041,2.656,1151
다사424431,N/A,0,개봉3동,0,0,1,1,1,1,1330
다사458435,355,355,구로4동,0.203,0,3,1,1,3.203,1096
다사397438,58,58,수궁동,6.802,0,2,1,1,8.802,549
다사421439,369,369,오류2동,0.04,0,3,1,1.041,3.165,1101
다사426443,N/A,0,개봉1동,0,0,2.5,1,1,2.5,1165
다사414434,183,183,오류2동,4.443,0,2,1,1,6.443,777
다사428431,573,573,개봉3동,3.85,0.715,2,1,1.041,6.834,735
다사436448,283,283,고척1동,10,0,2,1.095,1,13.14,107
다사431436,237,237,개봉2동,0.3,0.18,3,1,1.041,3.623,1054
다사430442,432,432,개봉1동,10,0,2,1.095,1,13.14,107
다사443452,N/A,0,고척1동,0,0,1,1,1,1,1330
다사465423,303,303,가리봉동,7.941,0,3,1.095,1,11.98,262
다사447453,117,117,구로2동,1.511,0,2,1,1,3.511,1066
다사457459,362,362,신도림동,9.927,0,3,1,1,12.927,171
다사455439,21,21,구로2동,8.618,0,3,1,1.041,12.094,229
다사437449,593,593,고척1동,7.125,0,3,1.095,1,11.087,349
다사399431,304,304,항동,5.995,0,3,1,1,8.995,526
다사463432,6,6,구로3동,10,0,3,1,1,13,156
다사424451,352,352,고척2동,0,0.5,2,1,1.041,2.603,1160
다사422442,552,552,오류1동,7.16,0.625,3,1.095,1,11.81,274
다사408447,354,354,수궁동,5.664,0,2,1,1,7.664,657
다사421450,133,133,개봉1동,2.005,0.385,2,1,1.041,4.57,955
다사424452,67,67,고척2동,3.178,0,2,1,1,5.178,897
다사426427,264,264,개봉3동,0.317,0,2,1,1.041,2.412,1173
다사426436,564,564,개봉2동,4.254,0,2.5,1.095,1.041,7.699,651
다사457441,225,225,구로2동,9.159,0,1.5,1,1,10.659,385
다사461452,165,165,구로5동,1.063,0.79,3,1.095,1.041,5.532,861
다사413445,401,401,오류1동,0.064,0,1.5,1,1.041,1.628,1244
다사418424,354,354,오류2동,10,0,3,1,1,13,156
다사436442,1155,1155,개봉1동,10,0,1.5,1.095,1,12.593,189
다사449435,666,666,구로1동,3.492,0.43,3,1.095,1,7.58,662
다사451449,19,19,구로2동,5.114,1.25,2,1,1.041,8.707,556
다사438450,294,294,고척1동,0.134,0.625,2.5,1,1.041,3.393,1079
다사407441,513,513,수궁동,9.143,0,3,1,1,12.143,227
다사415426,383,383,오류2동,8.017,0.205,2,1.095,1,11.193,343
다사425430,139,139,개봉3동,5.917,0,2,1,1.041,8.242,599
다사451452,N/A,0,구로2동,0,0,1.5,1,1.041,1.562,1252
다사461426,299,299,가리봉동,2.273,0,2,1,1.041,4.448,967
다사417444,173,173,오류1동,6.01,0,3,1,1.041,9.379,490
다사456451,608,608,구로5동,9.554,0,2,1,1,11.554,292
다사408440,233,233,수궁동,8.011,1.665,2,1,1,11.676,284
다사411439,N/A,0,오류2동,0,0,1,1,1,1,1330
다사434443,580,580,개봉1동,8.195,0,3,1,1,11.195,342
다사413442,248,248,수궁동,9.405,0,2,1.095,1,12.488,212
다사401424,321,321,항동,10,0,2,1.095,1,13.14,107
다사427432,556,556,개봉3동,0.23,0,2,1,1.041,2.321,1181
다사458425,28,28,가리봉동,8.826,0,1.5,1.095,1.041,11.771,278
다사430449,334,334,개봉1동,9.895,0.225,2,1.095,1.041,13.816,64
다사433451,154,154,고척1동,5.239,0,3,1,1.041,8.577,569
다사409443,285,285,수궁동,6.568,0,1.5,1,1,8.068,619
다사453434,345,345,구로2동,0.096,0,1.5,1,1.041,1.661,1242
다사410436,25,25,오류2동,10,0,2,1,1.041,12.492,210
다사434436,658,658,개봉2동,10,0,2,1,1,12,245
다사450458,170,170,신도림동,2.304,0,1,1.095,1.041,3.766,1034
다사430436,186,186,개봉2동,3.722,1,2,1,1,6.722,751
다사416426,N/A,0,오류2동,0,0,2,1,1,2,1209
다사452460,8,8,신도림동,0.635,0,2,1,1,2.635,1154
다사428446,220,220,개봉1동,4.392,0.5,1.5,1,1.041,6.654,759
다사452441,302,302,구로2동,6.636,0,2,1,1.041,8.99,528
다사455433,399,399,구로2동,1.92,1.62,2,1,1.041,5.767,839
다사455448,327,327,구로5동,5.293,0,2.5,1,1.041,8.113,611
다사453433,219,219,구로2동,0.393,0,2,1,1.041,2.491,1169
다사433442,113,113,개봉1동,5.281,1.085,1.5,1,1,7.866,629
다사396443,239,239,수궁동,7.214,0,1,1.095,1.041,9.363,493
다사414438,279,279,오류2동,10,0,2,1.095,1,13.14,107
다사458454,330,330,신도림동,10,0,3,1.095,1,14.235,38
다사398440,N/A,0,수궁동,0,0,1,1,1,1,1330
다사421451,160,160,개봉1동,1.656,0,2,1,1.041,3.806,1030
다사463443,302,302,구로4동,3.658,0,2.5,1.095,1.041,7.019,718
다사453457,195,195,신도림동,7.759,0,3,1.095,1,11.781,277
다사415434,222,222,오류2동,2.221,0,2,1,1,4.221,1002
다사426434,388,388,개봉3동,0.382,0,2,1,1,2.382,1177
다사407447,222,222,수궁동,3.88,0,2,1,1,5.88,827
다사426432,158,158,개봉3동,9.226,0,1,1,1,10.226,414
다사449431,309,309,구로1동,3.358,0,1,1,1,4.358,981
다사456438,13,13,구로2동,9.188,0,1,1,1,10.188,420
다사453446,212,212,구로2동,5.455,0.415,2.5,1,1.041,8.713,555
다사459425,110,110,가리봉동,0.29,1.5,3,1,1.041,4.986,918
다사460451,315,315,구로5동,3.818,0,3,1,1,6.818,739
다사432448,133,133,고척1동,3.952,0,2,1,1.041,6.196,803
다사456445,128,128,구로2동,7.374,0,2,1,1.041,9.758,466
다사456449,370,370,구로5동,4.34,0,2,1.095,1.041,7.227,698
다사462452,352,352,구로5동,2.934,1.19,3,1.095,1.041,8.121,609
다사428449,137,137,고척2동,2.704,0,1.5,1,1.041,4.376,976
다사420454,56,56,개봉1동,8.865,0,2,1,1.041,11.31,326
다사427456,487,487,고척2동,2.463,0,3,1,1,5.463,868
다사428455,348,348,고척2동,2.085,0,3,1,1.041,5.293,884
다사451453,1143,1143,신도림동,9.963,0,2.5,1.095,1,13.647,81
다사415443,411,411,오류1동,2.127,0,2.5,1,1.041,4.817,933
다사426439,541,541,개봉2동,1.022,0,2.5,1.095,1.041,4.015,1014
다사445442,1286,1286,구로1동,8.965,0.315,3,1.095,1,13.447,93
다사420450,440,440,개봉1동,3.822,0,2.5,1,1.041,6.581,765
다사406447,36,36,수궁동,9.946,0,1.5,1,1,11.446,310
다사428451,232,232,고척2동,4.238,0.715,3,1,1.041,8.279,590
다사432439,452,452,개봉2동,5.626,0,3,1,1,8.626,561
다사465437,130,130,구로3동,4.447,0,1.5,1.095,1.041,6.779,745
다사429455,134,134,고척2동,2.179,0,1.5,1,1.041,3.83,1027
다사430443,183,183,개봉1동,9.956,0,2,1.095,1,13.092,149
다사468430,163,163,구로3동,6.46,0,2.5,1.095,1,9.811,461
다사446438,369,369,구로1동,5.346,0,3,1,1,8.346,586
다사460443,N/A,0,구로5동,0,0.835,2,1,1,2.835,1136
다사400427,740,740,항동,10,0,2,1.095,1,13.14,107
다사415436,97,97,오류2동,4.786,0,2.5,1,1,7.286,690
다사462447,586,586,구로5동,5.206,0.59,2.5,1.095,1,9.084,516
다사430441,530,530,개봉2동,7.276,0,3,1,1,10.276,405
다사434451,173,173,고척1동,1.533,1,3,1,1.041,5.76,840
다사448449,N/A,0,구로2동,0,0.085,1,1,1,1.085,1289
다사407440,385,385,수궁동,10,0,2.5,1.095,1,13.688,68
다사421438,60,60,오류2동,4.551,0,2,1,1.041,6.82,738
다사452461,119,119,신도림동,0.784,0,1,1.095,1,1.953,1231
다사455429,158,158,가리봉동,0.992,0,2,1.095,1.041,3.411,1077
다사451459,73,73,신도림동,8.97,0,2,1,1.041,11.42,312
다사408443,418,418,수궁동,4.444,0,2,1.095,1,7.056,717
다사402433,212,212,항동,8.757,0,2,1,1,10.757,380
다사418446,266,266,오류1동,0.31,0,2,1,1.041,2.405,1175
다사432434,335,335,개봉3동,0.81,0,2,1,1.041,2.925,1131
다사447437,288,288,구로1동,3.417,0,2.5,1.095,1,6.479,774
다사431443,101,101,개봉1동,9.673,0,2,1,1,11.673,286
다사454441,147,147,구로2동,1.989,0.295,2.5,1,1.041,4.98,919
다사456452,518,518,구로5동,7.694,0,2,1,1,9.694,470
다사458452,32,32,구로5동,0.384,0,3,1.095,1,3.705,1045
다사435442,885,885,개봉1동,10,0,1.5,1.095,1,12.593,189
다사457443,63,63,구로2동,0.524,0,1,1,1.041,1.586,1251
다사425449,205,205,고척2동,1.515,0.145,2,1,1.041,3.81,1029
다사440449,113,113,고척1동,2.608,0,2.5,1,1.041,5.317,881
다사462433,953,953,구로3동,10,0,3,1.095,1,14.235,38
다사397440,150,150,수궁동,4.478,0,2,1,1,6.478,775
다사419435,35,35,오류2동,5.349,0,2,1,1,7.349,683
다사454440,69,69,구로2동,1.033,1.5,2.5,1,1,5.033,912
다사455436,55,55,구로2동,6.876,0.805,2,1,1.041,10.078,432
