gid,lbl,val_200,d_name,cctv_20,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사452453,718,718,신도림동,10,0,2.5,1.095,1,13.688,94
다사457437,341,341,구로2동,9.418,0,2.5,1,1.041,12.407,275
다사429436,464,464,개봉2동,5.468,0,3,1,1.041,8.815,645
다사433440,43,43,개봉2동,6.341,1.25,2.5,1,1.041,10.505,487
다사464433,414,414,구로3동,3.849,0,3,1.095,1,7.5,761
다사466426,70,70,구로3동,9.564,0,3,1.095,1,13.758,92
다사409436,40,40,오류2동,10,0,2,1,1,12,310
다사418434,N/A,0,오류2동,0,0,1,1,1,1,1330
다사452445,1055,1055,구로2동,2.037,0,3,1,1,5.037,981
다사453443,309,309,구로2동,4.462,0.715,2,1,1.041,7.471,767
다사462438,270,270,구로4동,5.061,1.5,3,1,1.041,9.953,538
다사431435,355,355,개봉3동,0,0,2,1,1.041,2.082,1222
다사455445,440,440,구로2동,4.463,1.365,2.5,1,1.041,8.669,655
다사465435,266,266,구로3동,9.999,0,3,1.095,1,14.234,74
다사455461,786,786,신도림동,4.182,0,2,1.095,1,6.769,842
다사424443,345,345,오류1동,9.472,0,3,1,1,12.472,271
다사418423,184,184,오류2동,10,0,2.5,1,1,12.5,255
다사425427,313,313,개봉3동,2.501,0,3,1,1.041,5.727,926
다사400444,52,52,수궁동,1.572,0,3,1,1,4.572,1024
다사420451,268,268,개봉1동,0.828,0,2.5,1,1.041,3.464,1128
다사423452,425,425,고척2동,6.89,0,2.5,1,1.041,9.775,556
다사433452,792,792,고척2동,9.903,0,2.5,1.095,1,13.581,112
다사470428,79,79,구로3동,4.909,0.675,2.5,1,1,8.084,701
다사407442,310,310,수궁동,9.771,0,2,1.095,1,12.889,222
다사452452,157,157,신도림동,10,0.265,2.5,1,1,12.765,232
다사426428,219,219,개봉3동,2.229,0,2,1.095,1.041,4.821,1002
다사424431,N/A,0,개봉3동,0,0,1,1,1,1,1330
다사458435,355,355,구로4동,1.922,0,3,1,1,4.922,993
다사397438,58,58,수궁동,7.543,0,2,1,1,9.543,575
다사421439,369,369,오류2동,0.091,0,3,1,1.041,3.218,1142
다사426443,N/A,0,개봉1동,0,0,2.5,1,1,2.5,1200
다사414434,183,183,오류2동,4.694,0,2,1,1,6.694,850
다사428431,573,573,개봉3동,3.753,0.715,2,1,1.041,6.733,848
다사436448,283,283,고척1동,10,0,2,1.095,1,13.14,140
다사431436,237,237,개봉2동,0.035,0.18,3,1,1.041,3.347,1133
다사430442,432,432,개봉1동,10,0,2,1.095,1,13.14,140
다사443452,N/A,0,고척1동,0,0,1,1,1,1,1330
다사465423,303,303,가리봉동,7.193,0,3,1.095,1,11.161,417
다사447453,117,117,구로2동,1.661,0,2,1,1,3.661,1108
다사457459,362,362,신도림동,9.001,0,3,1,1,12.001,309
다사455439,21,21,구로2동,8.627,0,3,1,1.041,12.104,291
다사437449,593,593,고척1동,5.242,0,3,1.095,1,9.025,623
다사399431,304,304,항동,5.457,0,3,1,1,8.457,670
다사463432,6,6,구로3동,10,0,3,1,1,13,202
다사424451,352,352,고척2동,0.005,0.5,2,1,1.041,2.608,1193
다사422442,552,552,오류1동,7.631,0.625,3,1.095,1,12.325,278
다사408447,354,354,수궁동,4.394,0,2,1,1,6.394,874
다사421450,133,133,개봉1동,2.24,0.385,2,1,1.041,4.815,1004
다사424452,67,67,고척2동,4.153,0,2,1,1,6.153,889
다사426427,264,264,개봉3동,1.931,0,2,1,1.041,4.092,1068
다사426436,564,564,개봉2동,2.586,0,2.5,1.095,1.041,5.798,918
다사457441,225,225,구로2동,5.515,0,1.5,1,1,7.015,813
다사461452,165,165,구로5동,7.111,0.79,3,1.095,1.041,12.426,274
다사413445,401,401,오류1동,0.948,0,1.5,1,1.041,2.548,1195
다사418424,354,354,오류2동,10,0,3,1,1,13,202
다사436442,1155,1155,개봉1동,10,0,1.5,1.095,1,12.593,243
다사449435,666,666,구로1동,5.89,0.43,3,1.095,1,10.205,512
다사451449,19,19,구로2동,9.581,1.25,2,1,1.041,13.357,135
다사438450,294,294,고척1동,0.445,0.625,2.5,1,1.041,3.716,1104
다사407441,513,513,수궁동,10,0,3,1,1,13,202
다사415426,383,383,오류2동,9.822,0.205,2,1.095,1,13.17,138
다사425430,139,139,개봉3동,4.113,0,2,1,1.041,6.364,879
다사451452,N/A,0,구로2동,0,0,1.5,1,1.041,1.562,1261
다사461426,299,299,가리봉동,1.903,0,2,1,1.041,4.063,1070
다사417444,173,173,오류1동,6.208,0,3,1,1.041,9.586,570
다사456451,608,608,구로5동,10,0,2,1,1,12,310
다사408440,233,233,수궁동,7.068,1.665,2,1,1,10.733,464
다사411439,N/A,0,오류2동,0,0,1,1,1,1,1330
다사434443,580,580,개봉1동,8.663,0,3,1,1,11.663,366
다사413442,248,248,수궁동,9.125,0,2,1.095,1,12.182,285
다사401424,321,321,항동,10,0,2,1.095,1,13.14,140
다사427432,556,556,개봉3동,0.222,0,2,1,1.041,2.313,1213
다사458425,28,28,가리봉동,8.848,0,1.5,1.095,1.041,11.796,354
다사430449,334,334,개봉1동,10,0.225,2,1.095,1.041,13.935,87
다사433451,154,154,고척1동,7.288,0,3,1,1.041,10.71,466
다사409443,285,285,수궁동,10,0,1.5,1,1,11.5,374
다사453434,345,345,구로2동,0.207,0,1.5,1,1.041,1.777,1250
다사410436,25,25,오류2동,10,0,2,1,1.041,12.492,265
다사434436,658,658,개봉2동,9.879,0,2,1,1,11.879,350
다사450458,170,170,신도림동,9.046,0,1,1.095,1.041,11.451,386
다사430436,186,186,개봉2동,7.527,1,2,1,1,10.527,484
다사416426,N/A,0,오류2동,0,0,2,1,1,2,1227
다사452460,8,8,신도림동,2.038,0,2,1,1,4.038,1073
다사428446,220,220,개봉1동,2.132,0.5,1.5,1,1.041,4.301,1046
다사452441,302,302,구로2동,8.701,0,2,1,1.041,11.14,420
다사455433,399,399,구로2동,1.703,1.62,2,1,1.041,5.541,944
다사455448,327,327,구로5동,0.986,0,2.5,1,1.041,3.629,1114
다사453433,219,219,구로2동,0.328,0,2,1,1.041,2.423,1206
다사433442,113,113,개봉1동,8.996,1.085,1.5,1,1,11.581,371
다사396443,239,239,수궁동,6.281,0,1,1.095,1.041,8.3,685
다사414438,279,279,오류2동,10,0,2,1.095,1,13.14,140
다사458454,330,330,신도림동,10,0,3,1.095,1,14.235,62
다사398440,N/A,0,수궁동,0,0,1,1,1,1,1330
다사421451,160,160,개봉1동,3.905,0,2,1,1.041,6.147,890
다사463443,302,302,구로4동,10,0,2.5,1.095,1.041,14.249,60
다사453457,195,195,신도림동,6.41,0,3,1.095,1,10.304,503
다사415434,222,222,오류2동,3.512,0,2,1,1,5.512,945
다사426434,388,388,개봉3동,0.996,0,2,1,1,2.996,1167
다사407447,222,222,수궁동,5.51,0,2,1,1,7.51,760
다사426432,158,158,개봉3동,8.704,0,1,1,1,9.704,559
다사449431,309,309,구로1동,2.906,0,1,1,1,3.906,1091
다사456438,13,13,구로2동,10,0,1,1,1,11,431
다사453446,212,212,구로2동,3.802,0.415,2.5,1,1.041,6.992,814
다사459425,110,110,가리봉동,0.302,1.5,3,1,1.041,4.999,984
다사460451,315,315,구로5동,2.694,0,3,1,1,5.694,929
다사432448,133,133,고척1동,3.741,0,2,1,1.041,5.976,911
다사456445,128,128,구로2동,9.295,0,2,1,1.041,11.758,358
다사456449,370,370,구로5동,9.121,0,2,1.095,1.041,12.677,235
다사462452,352,352,구로5동,5.231,1.19,3,1.095,1.041,10.739,463
다사428449,137,137,고척2동,1.995,0,1.5,1,1.041,3.638,1112
다사420454,56,56,개봉1동,8.275,0,2,1,1.041,10.696,468
다사427456,487,487,고척2동,3.104,0,3,1,1,6.104,896
다사428455,348,348,고척2동,7.459,0,3,1,1.041,10.888,450
다사451453,1143,1143,신도림동,9.889,0,2.5,1.095,1,13.566,113
다사415443,411,411,오류1동,2.227,0,2.5,1,1.041,4.921,994
다사426439,541,541,개봉2동,1.937,0,2.5,1.095,1.041,5.058,977
다사445442,1286,1286,구로1동,9.561,0.315,3,1.095,1,14.099,77
다사420450,440,440,개봉1동,5.851,0,2.5,1,1.041,8.693,654
다사406447,36,36,수궁동,10,0,1.5,1,1,11.5,374
다사428451,232,232,고척2동,6.912,0.715,3,1,1.041,11.063,424
다사432439,452,452,개봉2동,5.82,0,3,1,1,8.82,644
다사465437,130,130,구로3동,4.865,0,1.5,1.095,1.041,7.255,787
다사429455,134,134,고척2동,1.028,0,1.5,1,1.041,2.632,1190
다사430443,183,183,개봉1동,10,0,2,1.095,1,13.14,140
다사468430,163,163,구로3동,1.741,0,2.5,1.095,1,4.644,1020
다사446438,369,369,구로1동,7.577,0,3,1,1,10.577,478
다사460443,N/A,0,구로5동,0,0.835,2,1,1,2.835,1172
다사400427,740,740,항동,10,0,2,1.095,1,13.14,140
다사415436,97,97,오류2동,4.689,0,2.5,1,1,7.189,794
다사462447,586,586,구로5동,8.737,0.59,2.5,1.095,1,12.951,220
다사430441,530,530,개봉2동,2.579,0,3,1,1,5.579,941
다사434451,173,173,고척1동,1.488,1,3,1,1.041,5.713,927
다사448449,N/A,0,구로2동,0,0.085,1,1,1,1.085,1289
다사407440,385,385,수궁동,10,0,2.5,1.095,1,13.688,94
다사421438,60,60,오류2동,4.151,0,2,1,1.041,6.403,873
다사452461,119,119,신도림동,2.857,0,1,1.095,1,4.223,1056
다사455429,158,158,가리봉동,1.189,0,2,1.095,1.041,3.635,1113
다사451459,73,73,신도림동,9.624,0,2,1,1.041,12.101,292
다사408443,418,418,수궁동,5.056,0,2,1.095,1,7.726,739
다사402433,212,212,항동,6.777,0,2,1,1,8.777,648
다사418446,266,266,오류1동,1.871,0,2,1,1.041,4.03,1075
다사432434,335,335,개봉3동,1.55,0,2,1,1.041,3.696,1107
다사447437,288,288,구로1동,7.466,0,2.5,1.095,1,10.913,448
다사431443,101,101,개봉1동,10,0,2,1,1,12,310
다사454441,147,147,구로2동,6.608,0.295,2.5,1,1.041,9.789,552
다사456452,518,518,구로5동,10,0,2,1,1,12,310
다사458452,32,32,구로5동,7.522,0,3,1.095,1,11.522,372
다사435442,885,885,개봉1동,10,0,1.5,1.095,1,12.593,243
다사457443,63,63,구로2동,3.142,0,1,1,1.041,4.312,1044
다사425449,205,205,고척2동,1.007,0.145,2,1,1.041,3.281,1138
다사440449,113,113,고척1동,4.828,0,2.5,1,1.041,7.628,746
다사462433,953,953,구로3동,10,0,3,1.095,1,14.235,62
다사397440,150,150,수궁동,3.31,0,2,1,1,5.31,960
다사419435,35,35,오류2동,5.473,0,2,1,1,7.473,765
다사454440,69,69,구로2동,4.658,1.5,2.5,1,1,8.658,657
다사455436,55,55,구로2동,6.961,0.805,2,1,1.041,10.166,517
다사460448,247,247,구로5동,9.984,0,2,1.095,1,13.122,191
다사420440,39,39,오류1동,2.61,0,3,1,1,5.61,934
다사407443,218,218,수궁동,4.787,0.625,2,1.095,1,8.116,697
다사459426,86,86,가리봉동,1.381,0.975,2.5,1,1.041,5.055,978
다사459458,183,183,신도림동,8.169,0,3,1.095,1,12.23,283
다사401439,400,400,수궁동,6.995,0,1.5,1.095,1,9.302,596
다사435454,201,201,고척2동,1.859,0,2.5,1,1,4.359,1039
다사416442,264,264,오류1동,0.952,0.225,2.5,1,1.041,3.828,1096
다사402443,226,226,수궁동,3.568,0,1.5,1,1,5.068,976
다사433455,375,375,고척2동,10,0,2,1.095,1,13.14,140
다사459448,791,791,구로5동,5.96,0,3,1.095,1.041,10.213,511
다사445441,642,642,구로1동,4.165,0,2.5,1.095,1,7.298,783
다사454456,1040,1040,신도림동,10,0,2,1.095,1,13.14,140
다사458442,235,235,구로2동,3.453,0,1,1,1.041,4.636,1021
다사459453,680,680,구로5동,9.501,0,3,1,1,12.501,254
다사408448,31,31,수궁동,9.637,0,1,1,1.041,11.073,422
다사462432,637,637,구로3동,10,0,3,1,1,13,202
다사447442,941,941,구로1동,10,0,3,1.095,1,14.235,62
다사419426,N/A,0,오류2동,0,0,2,1,1,2,1227
다사423438,143,143,오류2동,2.528,0,2,1,1.041,4.714,1013
다사453454,714,714,신도림동,9.965,0,2.5,1.095,1,13.649,107
다사448438,308,308,구로1동,7.247,0.115,3,1.095,1,11.346,407
다사459432,526,526,구로3동,2.563,1.4,3,1,1,6.963,822
다사455455,209,209,신도림동,8.484,0.835,2.5,1.095,1.041,13.472,126
다사432445,433,433,고척1동,10,0,2,1,1,12,310
다사436446,360,360,고척1동,9.984,0,2,1,1,11.984,334
다사454436,238,238,구로2동,1.87,2.03,2,1,1.041,6.142,892
다사460440,30,30,구로2동,8.439,0.835,2,1,1.041,11.736,361
다사400421,177,177,항동,10,0,2,1,1,12,310
다사426429,356,356,개봉3동,8.784,0,3,1,1,11.784,355
다사430452,144,144,고척2동,0.448,0.77,2,1,1.041,3.35,1132
다사415424,243,243,오류2동,10,0,2,1.095,1,13.14,140
다사453463,194,194,신도림동,6.847,0,2,1.095,1,9.687,561
다사428441,449,449,개봉2동,10,0,3,1,1,13,202
다사432451,250,250,고척1동,1.41,0,2,1,1.041,3.55,1121
다사432453,255,255,고척2동,1.939,0,2,1,1.041,4.1,1067
다사437452,301,301,고척1동,9.527,0,2,1,1.041,12,310
다사454438,232,232,구로2동,3.44,0.415,2.5,1,1.041,6.616,856
다사454458,675,675,신도림동,8.664,0,3,1.095,1,12.772,230
다사455441,294,294,구로2동,7.344,0.835,1.5,1,1.041,10.076,521
다사437442,688,688,개봉1동,10,0,2,1.095,1,13.14,140
다사401443,110,110,수궁동,3.228,0,2,1,1,5.228,964
다사453438,284,284,구로2동,1.655,0,3,1,1.041,4.846,1000
다사456436,168,168,구로2동,10,0.645,2,1,1.041,13.163,139
다사449436,1212,1212,구로1동,9.313,0,3,1.095,1,13.483,125
다사450456,142,142,신도림동,4.715,0,1.5,1,1.041,6.47,867
다사404446,165,165,수궁동,5.054,0,2,1,1.041,7.343,779
다사455440,301,301,구로2동,2.645,0,1,1,1.041,3.794,1100
다사454445,172,172,구로2동,5.58,0,2,1,1.041,7.891,722
다사408446,440,440,수궁동,2.528,0,1.5,1,1,4.028,1077
다사433444,229,229,고척1동,9.909,0,2,1,1,11.909,344
다사421426,N/A,0,오류2동,0,0,1,1,1,1,1330
다사400426,385,385,항동,10,0,1.5,1.095,1,12.593,243
다사415445,542,542,오류1동,8.309,0,2,1,1,10.309,502
다사431431,8,8,개봉3동,8.731,0,1.5,1,1,10.231,509
다사397443,321,321,수궁동,1.939,0,1.5,1,1.041,3.58,1119
다사434449,724,724,고척1동,10,0,3,1,1,13,202
다사401425,N/A,0,항동,0,0,2,1,1,2,1227
다사417438,378,378,오류2동,4.407,0,3,1.095,1,8.111,698
다사419444,177,177,오류1동,0.04,0.315,2,1.095,1.041,2.684,1183
다사439450,441,441,고척1동,0.43,0,2.5,1,1.041,3.05,1157
다사426438,470,470,개봉2동,5.364,0,2,1.095,1.041,8.394,675
다사402442,26,26,수궁동,7.378,0,1,1,1.041,8.721,651
다사402439,47,47,수궁동,3.774,0,1.5,1.095,1,5.775,922
다사442447,33,33,고척1동,5.319,0,1.5,1,1.041,7.099,805
다사422443,726,726,오류1동,4.471,1.75,3,1,1,9.221,606
다사435452,175,175,고척2동,10,0,3,1,1,13,202
다사428429,260,260,개봉3동,1.163,0,2.5,1,1.041,3.813,1097
다사446443,1350,1350,구로1동,5.404,0,2,1.095,1,8.107,699
다사453441,319,319,구로2동,0.91,0,1.5,1,1.041,2.509,1199
다사394420,277,277,항동,7.597,0,2,1.095,1,10.509,486
다사409433,220,220,오류2동,7.113,0,2,1,1,9.113,613
다사454444,193,193,구로2동,2.323,1.365,2,1,1.041,5.921,912
다사395419,236,236,항동,9.441,0,1,1.095,1,11.433,397
다사429431,403,403,개봉3동,5.285,0.455,2,1,1.041,8.057,702
다사434439,209,209,개봉2동,4.217,1.5,3,1.095,1.041,9.936,540
다사401437,91,91,수궁동,7.508,0.415,2.5,1.095,1,11.413,399
다사432443,525,525,개봉1동,10,0,3,1,1,13,202
다사467425,846,846,구로3동,2.253,0,3,1.095,1,5.752,924
다사458457,384,384,신도림동,5.515,0.28,3,1.095,1,9.631,568
다사429434,597,597,개봉3동,5.859,0,2,1,1.041,8.181,692
다사456461,592,592,신도림동,9.993,0,1,1.095,1,12.037,303
다사434442,843,843,개봉1동,10,0.355,2,1,1,12.355,277
다사446444,N/A,0,구로1동,0,0,2,1,1,2,1227
다사412432,268,268,오류2동,6.674,0,2,1,1.041,9.03,622
다사463435,374,374,구로3동,10,0,2,1.095,1,13.14,140
다사438452,306,306,고척1동,0.579,0,2.5,1,1.041,3.205,1144
다사437456,8,8,고척2동,10,0,0,1,1,10,534
다사419429,638,638,오류2동,10,0,2,1.095,1,13.14,140
다사420437,205,205,오류2동,7.035,0,2,1,1.041,9.405,585
다사410440,355,355,수궁동,4.051,0,2,1,1.041,6.299,882
다사398429,323,323,항동,10,0,2.5,1,1,12.5,255
다사429449,233,233,개봉1동,5.182,0,2,1,1.041,7.476,764
다사448444,974,974,구로1동,9.944,0,2,1.095,1,13.079,195
다사411433,100,100,오류2동,7.905,0,1,1,1,8.905,633
다사415431,190,190,오류2동,10,0,2,1.095,1,13.14,140
다사460454,757,757,구로5동,10,0,3,1.095,1,14.235,62
다사400429,54,54,항동,10,0,1.5,1,1.041,11.971,335
다사432457,206,206,고척2동,10,0,2,1,1,12,310
다사431434,442,442,개봉3동,1.905,0.385,2,1,1,4.29,1049
다사413446,66,66,오류1동,7.612,0,1,1,1.041,8.965,628
다사416435,232,232,오류2동,1.214,0.155,2,1,1,3.369,1130
다사423454,471,471,고척2동,0.219,0,2,1,1.041,2.31,1214
다사452443,361,361,구로2동,5.792,2.22,2,1,1.041,10.422,494
다사422452,379,379,개봉1동,3.137,0.715,2,1,1.041,6.092,898
다사424442,284,284,오류1동,10,0,1,1.095,1,12.045,294
다사458429,253,253,가리봉동,0,0,2,1,1.041,2.082,1222
다사442449,N/A,0,고척1동,0,0,1,1,1.041,1.041,1290
다사467432,261,261,구로3동,10,0,2,1.095,1,13.14,140
다사404443,114,114,수궁동,9.684,0,1,1,1,10.684,470
다사420445,264,264,오류1동,3.189,0,2,1,1.041,5.402,953
다사448436,444,444,구로1동,9.502,0,2,1.095,1,12.595,242
다사425452,254,254,고척2동,0.097,0,1.5,1,1.041,1.662,1256
다사426455,558,558,고척2동,8.055,0,1.5,1,1,9.555,574
다사440447,47,47,고척1동,7.266,1.315,1,1,1,9.581,571
다사449446,N/A,0,구로1동,0,0,2,1,1,2,1227
다사459439,441,441,구로2동,2.897,0,2,1,1.041,5.098,973
다사434441,N/A,0,개봉1동,0,1.175,2,1,1,3.175,1148
다사454454,580,580,신도림동,9.579,0,2.5,1.095,1,13.227,136
다사406442,482,482,수궁동,9.848,0,2,1,1,11.848,352
다사468425,507,507,구로3동,5.656,0,2,1.095,1,8.383,678
다사418442,466,466,오류1동,4.367,0,2,1.095,1,6.972,820
다사410428,N/A,0,오류2동,0,0,1,1,1,1,1330
다사433438,637,637,개봉2동,10,0,2,1.095,1,13.14,140
다사455428,9,9,가리봉동,8.876,0,0,1,1,8.876,637
다사418422,174,174,오류2동,10,0,2,1,1,12,310
다사436440,280,280,개봉1동,10,0,2,1,1,12,310
다사461439,92,92,구로4동,2.071,0.455,2,1,1.041,4.712,1014
다사462451,681,681,구로5동,2.056,0.715,3,1.095,1.041,6.578,859
다사419448,243,243,개봉1동,6.014,0,2,1,1,8.014,706
다사421446,404,404,개봉1동,2.354,0,2,1,1.041,4.533,1029
다사458451,N/A,0,구로5동,0,0.555,2,1,1.041,2.66,1186
다사455451,195,195,구로5동,10,0,2,1.095,1.041,13.679,102
다사457447,208,208,구로5동,5.357,0,2,1,1.041,7.659,745
다사458439,319,319,구로2동,3.146,0,2,1,1.041,5.357,959
다사459452,N/A,0,구로5동,0,0.835,2,1,1,2.835,1172
다사416443,389,389,오류1동,8.919,0,2,1.095,1.041,12.447,273
다사459447,156,156,구로5동,0,0.265,2,1,1.041,2.358,1210
다사462440,244,244,구로4동,2.192,0,2,1,1.041,4.364,1037
다사409440,532,532,수궁동,1.001,0,2,1,1.041,3.124,1154
다사463423,53,53,가리봉동,4.297,0,2,1,1.041,6.555,861
다사401435,128,128,수궁동,8.913,0,1.5,1,1,10.413,495
다사449432,25,25,구로1동,2.693,0,1.5,1,1,4.193,1059
다사418451,330,330,개봉1동,2.643,0,1.5,1,1.041,4.313,1043
다사447441,700,700,구로1동,9.983,0,2,1.095,1,13.121,192
다사456434,121,121,구로4동,5.172,0.755,1,1,1.041,7.211,792
다사414444,230,230,오류1동,4.747,0,2,1,1.041,7.024,812
다사403441,193,193,수궁동,7.358,0,1,1,1,8.358,679
다사430450,1045,1045,고척2동,9.804,0,2,1,1,11.804,353
다사452436,255,255,구로2동,0.169,0,2,1,1.041,2.258,1216
다사437445,118,118,고척1동,9.207,0,2,1,1,11.207,416
다사420429,407,407,오류2동,10,0,2,1.095,1,13.14,140
다사428447,339,339,개봉1동,1.284,0,1,1,1.041,2.378,1209
다사433456,127,127,고척2동,10,0,1.5,1,1.041,11.971,335
다사415427,163,163,오류2동,10,0,2,1,1,12,310
다사407444,228,228,수궁동,3.854,0.265,2,1,1.041,6.37,878
다사435450,447,447,고척1동,7.617,0.555,2,1,1,10.172,515
다사430440,71,71,개봉2동,5.89,0,2,1,1,7.89,723
다사431449,364,364,고척1동,9.227,0,2,1.095,1.041,12.798,228
다사447440,363,363,구로1동,8.605,0,2,1,1,10.605,474
다사428430,405,405,개봉3동,1.211,0,2,1,1.041,3.343,1134
다사431450,835,835,고척2동,8.629,0,2,1.095,1,11.639,367
다사395441,N/A,0,수궁동,0,0,1,1,1,1,1330
다사427446,290,290,개봉1동,0.847,0,1.5,1,1.041,2.443,1204
다사455450,798,798,구로5동,10,0,2,1.095,1,13.14,140
다사459446,210,210,구로5동,2.765,0,1,1.095,1.041,4.292,1048
다사415439,N/A,0,오류2동,0,0,2,1,1,2,1227
다사403425,449,449,항동,10,0,2,1.095,1,13.14,140
다사423448,569,569,개봉1동,7.591,0,2,1.095,1,10.502,488
다사427448,293,293,고척2동,5.079,0.68,1.5,1,1.041,7.557,754
다사428433,516,516,개봉3동,2.182,0,2,1,1.041,4.353,1040
다사407433,286,286,오류2동,4.971,0,2,1,1,6.971,821
다사427427,280,280,개봉3동,9.342,0,2,1.095,1.041,12.929,221
다사402425,585,585,항동,10,0,2,1.095,1,13.14,140
다사460447,733,733,구로5동,4.904,0.315,2,1.095,1,7.905,719
다사431454,158,158,고척2동,4.298,0,2,1,1,6.298,883
다사397444,20,20,수궁동,9.707,0,1,1,1,10.707,467
다사421440,201,201,오류2동,1.949,0.5,2,1,1.041,4.631,1022
다사452456,59,59,신도림동,5.618,0,1,1,1.041,6.889,829
다사414433,81,81,오류2동,5.274,0,2,1,1.041,7.572,752
다사455435,141,141,구로2동,5.676,1.6,1.5,1,1.041,9.136,611
다사458459,688,688,신도림동,8.38,0,2,1,1,10.38,499
다사454435,308,308,구로2동,5.132,0,1,1,1.041,6.383,876
다사457431,426,426,구로4동,0.427,2.5,2,1,1,4.927,992
다사446439,377,377,구로1동,9.066,0,2,1.095,1,12.117,289
다사402432,272,272,항동,4.934,0,2,1.095,1,7.593,749
다사430453,339,339,고척2동,0.53,0,2,1,1.041,2.634,1189
다사458431,394,394,구로3동,0.038,0.73,2,1,1,2.768,1177
다사452447,184,184,구로2동,5.24,0,1.5,1.095,1,7.38,774
다사398437,39,39,수궁동,5.174,0.625,1,1,1.041,7.078,806
다사400440,38,38,수궁동,10,0,1,1,1.041,11.451,386
다사407445,326,326,수궁동,1.266,0,2,1,1.041,3.4,1129
다사447443,408,408,구로1동,8.056,0,2,1,1,10.056,522
다사462436,37,37,구로4동,1.701,0.665,1,1,1.041,3.504,1124
다사396444,20,20,수궁동,9.685,0,1,1,1.041,11.123,421
다사409442,353,353,수궁동,2.576,0.625,2,1.095,1,5.695,928
다사450459,7,7,신도림동,10,0,1,1,1.041,11.451,386
다사404427,209,209,항동,10,0,1,1.095,1,12.045,294
다사410439,N/A,0,오류2동,0,0,1.5,1,1,1.5,1267
다사437441,854,854,개봉1동,10,0,1.5,1.095,1,12.593,243
다사459454,315,315,구로5동,10,0,2,1.095,1,13.14,140
다사418436,335,335,오류2동,0.791,0,2,1,1.041,2.905,1170
다사420442,219,219,오류1동,3.733,1.955,2,1.095,1,8.418,674
다사448448,N/A,0,구로2동,0,0,1,1,1,1,1330
다사449434,252,252,구로1동,8.052,0,1,1,1,9.052,619
다사457456,1087,1087,신도림동,10,0,2,1.095,1,13.14,140
다사451442,38,38,구로2동,10,0,1,1.095,1,12.045,294
다사428440,249,249,개봉2동,2.081,0,2,1,1.041,4.248,1054
다사448441,724,724,구로1동,10,0,2,1.095,1,13.14,140
다사461431,435,435,구로3동,10,0,2,1.095,1,13.14,140
다사447444,1174,1174,구로1동,9.398,0,2,1.095,1,12.481,269
다사417435,374,374,오류2동,7.07,0,2,1.095,1,9.932,541
다사399439,138,138,수궁동,7.842,0,1,1,1,8.842,641
다사428432,480,480,개봉3동,2.107,0,2,1,1.041,4.275,1050
다사437446,358,358,고척1동,10,0,2,1,1,12,310
다사422440,478,478,오류2동,1.626,0,2,1,1.041,3.775,1101
다사428450,254,254,고척2동,2.618,0,2,1,1.041,4.807,1006
다사441449,233,233,고척1동,7.927,0,1,1,1.041,9.293,598
다사455432,269,269,구로2동,0.614,0.555,1.5,1,1.041,2.778,1176
다사454457,487,487,신도림동,10,0,2,1.095,1,13.14,140
다사417450,104,104,개봉1동,10,0,1,1,1,11,431
다사455430,156,156,가리봉동,2.103,0,1,1,1.041,3.23,1141
다사467426,714,714,구로3동,1.783,0.295,2,1.095,1.041,4.648,1019
다사447452,7,7,구로2동,1.588,0.24,1,1,1,2.828,1174
다사460425,223,223,가리봉동,4.228,1.875,1.5,1,1.041,7.915,717
다사403432,233,233,항동,5.148,0,1.5,1,1,6.648,852
다사423441,36,36,오류1동,6.648,0,2,1,1,8.648,659
다사435437,1293,1293,개봉2동,3.387,0,2,1,1,5.387,956
다사448455,328,328,신도림동,10,0,2,1,1,12,310
다사414430,337,337,오류2동,3.367,0,2,1,1,5.367,958
다사410432,39,39,오류2동,10,0,0,1,1,10,534
다사433449,95,95,고척1동,3.18,0,2,1,1.041,5.392,954
다사461442,912,912,구로4동,8.226,0.65,2,1.095,1,11.909,344
다사460429,107,107,가리봉동,3.612,0.295,1.5,1,1.041,5.629,933
다사464424,158,158,가리봉동,0.916,0,2,1,1.041,3.036,1158
다사424453,466,466,고척2동,7.61,0,2,1,1.041,10.004,533
다사426456,418,418,고척2동,9.934,0,2,1,1,11.934,342
다사411440,165,165,수궁동,2.021,0.535,2,1,1.041,4.743,1011
다사402431,82,82,항동,7.741,0,1,1,1.041,9.099,615
다사455443,334,334,구로2동,3.201,0,1.5,1,1.041,4.894,997
다사427445,146,146,개봉1동,5.499,0,2,1.095,1.041,8.548,662
다사420453,N/A,0,개봉1동,0,0,1.5,1,1,1.5,1267
다사463424,455,455,가리봉동,0.125,0,2,1.095,1.041,2.422,1207
다사426452,385,385,고척2동,0.05,0,1.5,1,1.041,1.614,1259
다사455459,686,686,신도림동,5.564,0,2,1.095,1,8.283,687
다사460426,101,101,가리봉동,2.942,0.25,1,1,1.041,4.364,1037
다사420444,248,248,오류1동,1.4,2,1.5,1,1.041,5.101,972
다사427434,389,389,개봉3동,0,0,1.5,1,1.041,1.562,1261
다사449457,88,88,신도림동,4.424,0,1,1,1,5.424,952
다사399425,579,579,항동,10,0,1,1.095,1,12.045,294
다사405423,173,173,항동,10,0,1,1,1,11,431
다사457428,152,152,가리봉동,0.459,1.665,2,1,1.041,4.293,1047
