gid,lbl,val_200,d_name,cctv_20,g2_env,g3_flow,w1_female,w2_dandock,index_k,index_rank
다사402455,,0,수궁동,0,0,0,1,1,0,1725
다사420422,,0,오류2동,0,0,0,1,1,0,1725
다사450438,,0,구로1동,0,0,1,1,1,1,1330
다사400453,,0,수궁동,0,0,0,1,1,0,1725
다사439445,,0,고척1동,0,0,1,1,1.041,1.041,1290
다사446440,,0,구로1동,0,0,1,1,1,1,1330
다사408451,,0,수궁동,0,0,0,1,1,0,1725
다사395438,,0,수궁동,0,0,0,1,1,0,1725
다사440444,,0,고척1동,0,0,1,1,1,1,1330
다사412426,,0,오류2동,0,0,0,1,1,0,1725
다사413422,,0,오류2동,0,0,0,1,1,0,1725
다사412423,,0,오류2동,0,0,0,1,1,0,1725
다사412418,,0,오류2동,0,0,0,1,1,0,1725
다사416453,,0,개봉1동,0,0,0,1,1,0,1725
다사437438,,0,개봉2동,0,0,0,1,1,0,1725
다사464428,,0,구로3동,0,0,1,1,1,1,1330
다사416450,,0,개봉1동,0,0,1,1,1,1,1330
다사400432,,0,항동,0,0,1,1,1,1,1330
다사420421,,0,오류2동,0,0,1,1,1,1,1330
다사427444,,0,개봉1동,0,0,1,1,1.041,1.041,1290
다사442445,,0,구로2동,0,0,0,1,1,0,1725
다사443451,,0,고척1동,0,0,1,1,1,1,1330
다사464445,,0,구로5동,0,0,0,1,1,0,1725
다사406448,,0,수궁동,0,0,0,1,1,0,1725
다사422435,,0,오류2동,0,0,0,1,1,0,1725
다사412422,,0,오류2동,0,0,0,1,1,0,1725
다사457462,,0,신도림동,0,0,0,1,1,0,1725
다사401426,,0,항동,0,0,1,1,1,1,1330
다사451451,,0,구로2동,0,0,1,1,1,1,1330
다사446453,,0,구로2동,0,0,0,1,1,0,1725
다사424429,,0,개봉3동,0,0,0,1,1,0,1725
다사456458,,0,신도림동,0,0,1,1,1,1,1330
다사427451,,0,고척2동,0,0,1,1,1,1,1330
다사402452,,0,수궁동,0,0,0,1,1,0,1725
다사407429,,0,항동,0,0,0,1,1,0,1725
다사422433,,0,개봉3동,0,0,0,1,1,0,1725
다사450465,,0,신도림동,0,0,0,1,1,0,1725
다사404453,,0,수궁동,0,0,0,1,1,0,1725
다사444449,,0,구로2동,0,0,0,1,1,0,1725
다사442437,,0,구로1동,0,0,0,1,1,0,1725
다사409449,,0,수궁동,0,0,0,1,1,0,1725
다사416421,,0,오류2동,0,0,0,1,1,0,1725
다사472429,,0,구로3동,0,0,0,1,1,0,1725
다사407426,,0,항동,0,0,0,1,1,0,1725
다사446434,,0,구로1동,0,0,0,1,1,0,1725
다사464425,,0,구로3동,0,0,1,1,1,1,1330
다사427453,,0,고척2동,0,0,1,1,1,1,1330
다사417426,,0,오류2동,0,0,1,1,1,1,1330
다사448446,,0,구로2동,0,0,1,1,1,1,1330
다사395440,,0,수궁동,0,0,1,1,1,1,1330
다사461448,,0,구로5동,0,0,1,1,1,1,1330
다사449450,,0,구로2동,0,0,1,1,1,1,1330
다사456462,,0,신도림동,0,0,0,1,1,0,1725
다사450461,,0,신도림동,0,0,0,1,1,0,1725
다사461456,,0,신도림동,0,0,1,1,1,1,1330
다사431456,,0,고척2동,0,0,1,1,1.041,1.041,1290
다사440446,,0,고척1동,0,0.715,1,1,1,1.715,1253
다사404420,,0,항동,0,0,0,1,1,0,1725
다사417421,,0,오류2동,0,0,1,1,1,1,1330
다사394418,,0,항동,0,0,0,1,1,0,1725
다사407425,,0,항동,0,0,0,1,1,0,1725
다사425426,,0,개봉3동,0,0,0,1,1,0,1725
다사403456,,0,수궁동,0,0,0,1,1,0,1725
다사392442,,0,수궁동,0,0,0,1,1,0,1725
다사416430,,0,오류2동,0,0,1,1,1,1,1330
다사406451,,0,수궁동,0,0,1,1,1,1,1330
다사419432,,0,오류2동,0,0,0,1,1,0,1725
다사397424,,0,항동,0,0,0,1,1,0,1725
다사406454,,0,수궁동,0,0,1,1,1.041,1.041,1290
다사437437,,0,개봉2동,0,0,1,1,1.041,1.041,1290
다사428427,,0,개봉3동,0,0,0,1,1,0,1725
다사450431,,0,구로1동,0,0,0,1,1,0,1725
다사451437,,0,구로1동,0,0,1,1,1,1,1330
다사409445,,0,수궁동,0,0,1,1,1,1,1330
다사407421,,0,항동,0,0,0,1,1,0,1725
다사451445,,0,구로2동,0,0,1,1,1,1,1330
다사400445,,0,수궁동,0,0,1,1,1,1,1330
다사395445,,0,수궁동,0,0,0,1,1,0,1725
다사408453,,0,수궁동,0,0,0,1,1,0,1725
다사435435,,0,개봉3동,0,0,0,1,1,0,1725
다사413430,,0,오류2동,0,0,1,1,1,1,1330
다사461459,,0,신도림동,0,0,0,1,1,0,1725
다사461430,,0,구로3동,0,0,1,1,1,1,1330
다사469425,,0,구로3동,0,0,0,1,1,0,1725
다사462445,,0,구로5동,0,0,1,1,1,1,1330
다사411437,,0,오류2동,0,0,1,1,1,1,1330
다사441443,,0,고척1동,0,0,1,1,1,1,1330
다사420430,,0,오류2동,0,0,1,1,1,1,1330
다사405442,,0,수궁동,0,0,1,1,1,1,1330
다사446456,,0,신도림동,0,0,0,1,1,0,1725
다사421431,,0,개봉3동,0,0,0,1,1,0,1725
다사447448,,0,구로2동,0,0,1,1,1,1,1330
다사466436,,0,구로3동,0,0,0,1,1,0,1725
다사408429,,0,항동,0,0,0,1,1,0,1725
다사406434,,0,오류2동,0,0,0,1,1,0,1725
다사420436,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사458441,,0,구로2동,0,0,1,1,1,1,1330
다사405420,,0,항동,0,0,0,1,1,0,1725
다사450443,,0,구로1동,0,0,0,1,1,0,1725
다사449462,,0,신도림동,0,0,0,1,1,0,1725
다사418432,,0,오류2동,0,0,1,1,1,1,1330
다사403429,,0,항동,0,0,1,1,1,1,1330
다사403447,,0,수궁동,0,0,1,1,1,1,1330
다사419420,,0,오류2동,0,0,1,1,1,1,1330
다사448462,,0,신도림동,0,0,0,1,1,0,1725
다사464452,,0,구로5동,0,0,0,1,1,0,1725
다사405434,,0,오류2동,0,0,1,1,1,1,1330
다사453464,,0,신도림동,0,0,0,1,1,0,1725
다사450440,,0,구로1동,0,0,0,1,1,0,1725
다사428459,,0,고척2동,0,0,0,1,1,0,1725
다사400449,,0,수궁동,0,0,0,1,1,0,1725
다사434434,,0,개봉3동,0,0,1,1,1,1,1330
다사407453,,0,수궁동,0,0,0,1,1,0,1725
다사435443,,0,개봉1동,0,0.415,1,1,1,1.415,1283
다사396439,,0,수궁동,0,0,1,1,1,1,1330
다사441450,,0,고척1동,0,0,0,1,1,0,1725
다사409429,,0,오류2동,0,0,0,1,1,0,1725
다사448451,,0,구로2동,0,0,1,1,1,1,1330
다사403452,,0,수궁동,0,0,0,1,1,0,1725
다사420434,,0,오류2동,0,0,1,1,1,1,1330
다사417420,,0,오류2동,0,0,0,1,1,0,1725
다사469431,,0,구로3동,0,0,1,1,1,1,1330
다사410425,,0,오류2동,0,0,0,1,1,0,1725
다사421432,,0,개봉3동,0,0,0,1,1,0,1725
다사402454,,0,수궁동,0,0,0,1,1,0,1725
다사406422,,0,항동,0,0,0,1,1,0,1725
다사395418,,0,항동,0,0,0,1,1,0,1725
다사398447,,0,수궁동,0,0,0,1,1,0,1725
다사446458,,0,신도림동,0,0,0,1,1,0,1725
다사425434,,0,개봉3동,0,0,1,1,1,1,1330
다사439437,,0,개봉2동,0,0,0,1,1,0,1725
다사456455,,0,신도림동,0,1.25,1,1,1.041,2.342,1212
다사451450,,0,구로2동,0,0,1,1,1,1,1330
다사454464,,0,신도림동,0,0,0,1,1,0,1725
다사407454,,0,수궁동,0,0,1,1,1,1,1330
다사460449,,0,구로5동,0,0,1,1,1,1,1330
다사422430,,0,개봉3동,0,0,0,1,1,0,1725
다사435447,,0,고척1동,0,0,1,1,1,1,1330
다사429457,,0,고척2동,0,0,1,1,1,1,1330
다사408450,,0,수궁동,0,0,0,1,1,0,1725
다사424438,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사434448,,0,고척1동,0,0,1,1,1.041,1.041,1290
다사446449,,0,구로2동,0,0,1,1,1,1,1330
다사447435,,0,구로1동,0,0,0,1,1,0,1725
다사449447,,0,구로2동,0,0,1,1,1,1,1330
다사432446,,0,고척1동,0,0,0,1,1,0,1725
다사463455,,0,구로5동,0,0,0,1,1,0,1725
다사427459,,0,,0,0,0,1,1,0,1725
다사464453,,0,구로5동,0,0,0,1,1,0,1725
다사452466,,0,신도림동,0,0,0,1,1,0,1725
다사444444,,0,구로2동,0,0,1,1,1,1,1330
다사412424,,0,오류2동,0,0,0,1,1,0,1725
다사429458,,0,고척2동,0,0,0,1,1,0,1725
다사448460,,0,신도림동,0,0,0,1,1,0,1725
다사422457,,0,고척2동,0,0,0,1,1,0,1725
다사400425,,0,항동,0,0,1,1,1,1,1330
다사413449,,0,개봉1동,0,0,0,1,1,0,1725
다사451434,,0,구로1동,0,0,1,1,1,1,1330
다사441441,,0,구로1동,0,0,0,1,1,0,1725
다사406450,,0,수궁동,0,0,1,1,1,1,1330
다사404454,,0,수궁동,0,0,0,1,1,0,1725
다사413419,,0,오류2동,0,0,0,1,1,0,1725
다사424439,,0,개봉2동,0,0,1,1,1,1,1330
다사444446,,0,구로2동,0,0,1,1,1,1,1330
다사451464,,0,신도림동,0,0,0,1,1,0,1725
다사411419,,0,오류2동,0,0,0,1,1,0,1725
다사459455,,0,신도림동,0,0.04,1,1,1,1.04,1328
다사434433,,0,개봉3동,0,0,0,1,1,0,1725
다사454429,,0,가리봉동,0,0,1,1,1,1,1330
다사410445,,0,수궁동,0,0,0,1,1,0,1725
다사448434,,0,구로1동,0,0,0,1,1,0,1725
다사396417,,0,항동,0,0,0,1,1,0,1725
다사405433,,0,항동,0,0,1,1,1,1,1330
다사453448,,0,구로2동,0,0,1,1,1,1,1330
다사403433,,0,항동,0,0,1,1,1,1,1330
다사398448,,0,수궁동,0,0,0,1,1,0,1725
다사401428,,0,항동,0,0,0,1,1,0,1725
다사411430,,0,오류2동,0,0,0,1,1,0,1725
다사412447,,0,수궁동,0,0,0,1,1,0,1725
다사465430,,0,구로3동,0,0,1,1,1,1,1330
다사419421,,0,오류2동,0,0,1,1,1,1,1330
다사464429,,0,구로3동,0,0,1,1,1,1,1330
다사423457,,0,고척2동,0,0,0,1,1,0,1725
다사444439,,0,구로1동,0,0,1,1,1.041,1.041,1290
다사414420,,0,오류2동,0,0,0,1,1,0,1725
다사451435,,0,구로1동,0,0,1,1,1,1,1330
다사447458,,0,신도림동,0,0,0,1,1,0,1725
다사402427,,0,항동,0,0,1,1,1.041,1.041,1290
다사399432,,0,항동,0,0,0,1,1,0,1725
다사470430,,0,구로3동,0,0,1,1,1,1,1330
다사424435,,0,개봉3동,0,0,0,1,1,0,1725
다사406430,,0,항동,0,0,0,1,1,0,1725
다사440440,,0,개봉2동,0,0,0,1,1,0,1725
다사453447,,0,구로2동,0,0,1,1,1,1,1330
다사436439,,0,개봉2동,0,0,1,1,1,1,1330
다사446448,,0,구로2동,0,0,1,1,1,1,1330
다사425442,,0,오류1동,0,0,1,1,1,1,1330
다사451432,,0,구로1동,0,0,0,1,1,0,1725
다사406432,,0,오류2동,0,0,1,1,1,1,1330
다사419441,,0,오류1동,0,0,1,1,1,1,1330
다사398441,,0,수궁동,0,0,0,1,1.041,0,1725
다사420424,,0,오류2동,0,0,0,1,1,0,1725
다사408454,,0,수궁동,0,0,0,1,1,0,1725
다사415448,,0,개봉1동,0,0,0,1,1,0,1725
다사443435,,0,구로1동,0,0,0,1,1,0,1725
다사446457,,0,신도림동,0,0,0,1,1,0,1725
다사441451,,0,고척1동,0,0,1,1,1,1,1330
다사441445,,0,고척1동,0,0,1,1,1,1,1330
다사399437,,0,수궁동,0,0,1,1,1,1,1330
다사398425,,0,항동,0,0,1,1,1,1,1330
다사412450,,0,수궁동,0,0,0,1,1.041,0,1725
다사410424,,0,오류2동,0,0,0,1,1,0,1725
다사466430,,0,구로3동,0,0.11,1,1,1,1.11,1288
다사443443,,0,구로2동,0,0,1,1,1,1,1330
다사426457,,0,고척2동,0,0,1,1,1,1,1330
다사416420,,0,오류2동,0,0,0,1,1,0,1725
다사396441,,0,수궁동,0,0,1,1,1,1,1330
다사425456,,0,고척2동,0,0,1,1,1,1,1330
다사396420,,0,항동,0,0,0,1,1,0,1725
다사467428,,0,구로3동,0,0.215,1,1,1,1.215,1287
다사396422,,0,항동,0,0,1,1,1,1,1330
다사421435,,0,오류2동,0,0,1,1,1,1,1330
다사451438,,0,구로1동,0,0,1,1,1.041,1.041,1290
다사467429,,0,구로3동,0,0,1,1,1,1,1330
다사425445,,0,개봉1동,0,0,1,1,1,1,1330
다사443436,,0,구로1동,0,0,0,1,1,0,1725
다사405426,,0,항동,0,0,0,1,1,0,1725
다사420432,,0,개봉3동,0,0,0,1,1,0,1725
다사394421,,0,항동,0,0,1,1,1,1,1330
다사413450,,0,개봉1동,0,0,0,1,1,0,1725
다사392443,,0,수궁동,0,0,0,1,1,0,1725
다사408428,,0,항동,0,0,0,1,1,0,1725
다사449443,,0,구로1동,0,0,1,1,1,1,1330
다사447459,,0,신도림동,0,0,0,1,1,0,1725
다사445446,,0,구로2동,0,0,1,1,1,1,1330
다사428458,,0,고척2동,0,0,0,1,1,0,1725
다사437439,,0,개봉2동,0,0,0,1,1,0,1725
다사453461,,0,신도림동,0,0,0,1,1,0,1725
다사467423,,0,구로3동,0,0,1,1,1,1,1330
다사425458,,0,고척2동,0,0,0,1,1,0,1725
다사408426,,0,항동,0,0,0,1,1,0,1725
다사424434,,0,개봉3동,0,0,1,1,1,1,1330
다사460455,,0,구로5동,0,0,1,1,1,1,1330
다사456454,,0,신도림동,0,0.665,1,1,1,1.665,1255
다사393419,,0,항동,0,0,0,1,1,0,1725
다사408424,,0,항동,0,0,1,1,1,1,1330
다사453460,,0,신도림동,0,0,1,1,1,1,1330
다사400431,,0,항동,0,0,1,1,1,1,1330
다사450439,,0,구로1동,0,0,1,1,1,1,1330
다사405438,,0,오류2동,0,0,1,1,1,1,1330
다사438440,,0,개봉1동,0,0,1,1,1,1,1330
다사459461,,0,신도림동,0,0,0,1,1,0,1725
다사440441,,0,개봉1동,0,0,0,1,1,0,1725
다사448433,,0,구로1동,0,0,0,1,1,0,1725
다사446446,,0,구로2동,0,0,1,1,1,1,1330
다사450444,,0,구로1동,0,0,0,1,1,0,1725
다사433457,,0,고척2동,0,0,0,1,1,0,1725
다사454455,,0,신도림동,0,0,1,1,1,1,1330
다사427457,,0,고척2동,0,0,1,1,1,1,1330
다사451433,,0,구로1동,0,0,1,1,1,1,1330
다사425435,,0,개봉3동,0,0,1,1,1,1,1330
다사420420,,0,오류2동,0,0,0,1,1,0,1725
다사455438,,0,구로2동,0,0,1,1,1,1,1330
다사393445,,0,수궁동,0,0,0,1,1,0,1725
다사405431,,0,항동,0,0,1,1,1,1,1330
다사410431,,0,오류2동,0,0,0,1,1,0,1725
다사409428,,0,오류2동,0,0,0,1,1,0,1725
다사442450,,0,고척1동,0,0,1,1,1,1,1330
다사432458,,0,고척2동,0,0,0,1,1,0,1725
다사401449,,0,수궁동,0,0,0,1,1,0,1725
다사398420,,0,항동,0,0,0,1,1,0,1725
다사396445,,0,수궁동,0,0,0,1,1,0,1725
다사457461,,0,신도림동,0,0,1,1,1,1,1330
다사448447,,0,구로2동,0,0,1,1,1,1,1330
다사394443,,0,수궁동,0,0,0,1,1,0,1725
다사468432,,0,구로3동,0,0,0,1,1,0,1725
다사461457,,0,신도림동,0,0,1,1,1,1,1330
다사466431,,0,구로3동,0,0,1,1,1,1,1330
다사443444,,0,구로2동,0,0,0,1,1,0,1725
다사446459,,0,신도림동,0,0,0,1,1,0,1725
다사410422,,0,오류2동,0,0,0,1,1,0,1725
다사413428,,0,오류2동,0,0,1,1,1.041,1.041,1290
다사419424,,0,오류2동,0,0,0,1,1,0,1725
다사402451,,0,수궁동,0,0,0,1,1,0,1725
다사451465,,0,신도림동,0,0,0,1,1,0,1725
다사410452,,0,수궁동,0,0,0,1,1,0,1725
다사411447,,0,수궁동,0,0,0,1,1,0,1725
다사410426,,0,오류2동,0,0,0,1,1,0,1725
다사399448,,0,수궁동,0,0,0,1,1,0,1725
다사433447,,0,고척1동,0,0,1,1,1.041,1.041,1290
다사414447,,0,오류1동,0,0,0,1,1,0,1725
다사443438,,0,구로1동,0,0,0,1,1,0,1725
다사403444,,0,수궁동,0,0,1,1,1,1,1330
다사413451,,0,,0,0,0,1,1,0,1725
다사400450,,0,수궁동,0,0,0,1,1,0,1725
다사440443,,0,고척1동,0,0,1,1,1,1,1330
다사448458,,0,신도림동,0,0,0,1,1,0,1725
다사420431,,0,오류2동,0,0,0,1,1,0,1725
다사416452,,0,개봉1동,0,0,0,1,1,0,1725
다사414428,,0,오류2동,0,0,1,1,1,1,1330
다사442451,,0,고척1동,0,0,1,1,1,1,1330
다사421434,,0,오류2동,0,0,1,1,1,1,1330
다사400441,,0,수궁동,0,0,0,1,1,0,1725
다사470426,,0,구로3동,0,0,0,1,1,0,1725
다사393441,,0,수궁동,0,0,1,1,1,1,1330
다사450446,,0,구로1동,0,0,1,1,1,1,1330
다사461444,,0,구로5동,0,0,1,1,1,1,1330
다사409451,,0,수궁동,0,0,0,1,1,0,1725
다사458456,,0,신도림동,0,0,1,1,1,1,1330
다사398446,,0,수궁동,0,0,0,1,1.041,0,1725
다사416447,,0,개봉1동,0,0,1,1,1,1,1330
다사400436,,0,수궁동,0,0,1,1,1,1,1330
다사449461,,0,신도림동,0,0,0,1,1,0,1725
다사418433,,0,오류2동,0,0,0,1,1,0,1725
다사443447,,0,구로2동,0,0,0,1,1,0,1725
다사443441,,0,구로1동,0,0,1,1,1,1,1330
다사412448,,0,수궁동,0,0,0,1,1,0,1725
다사452464,,0,신도림동,0,0,0,1,1,0,1725
다사420423,,0,오류2동,0,0,0,1,1,0,1725
다사394441,,0,수궁동,0,0,1,1,1,1,1330
다사449441,,0,구로1동,0,0,1,1,1,1,1330
다사451466,,0,신도림동,0,0,0,1,1,0,1725
다사401434,,0,수궁동,0,0,1,1,1,1,1330
다사412439,,0,오류2동,0,0,1,1,1,1,1330
다사412421,,0,오류2동,0,0,0,1,1,0,1725
다사440453,,0,고척1동,0,0,0,1,1,0,1725
다사454463,,0,신도림동,0,0,1,1,1,1,1330
다사454452,,0,신도림동,0,0,1,1,1,1,1330
다사396440,,0,수궁동,0,0,1,1,1,1,1330
다사403453,,0,수궁동,0,0,0,1,1.041,0,1725
다사423433,,0,개봉3동,0,0,0,1,1,0,1725
다사457453,,0,신도림동,0,0,1,1,1,1,1330
다사411432,,0,오류2동,0,0,1,1,1,1,1330
다사464432,,0,구로3동,0,0,1,1,1,1,1330
다사397446,,0,수궁동,0,0,0,1,1,0,1725
다사400424,,0,항동,0,0,1,1,1,1,1330
다사435436,,0,개봉3동,0,0,1,1,1,1,1330
다사472430,,0,구로3동,0,0,0,1,1,0,1725
다사453456,,0,신도림동,0,0,1,1,1,1,1330
다사410429,,0,오류2동,0,0,0,1,1,0,1725
다사462428,,0,구로3동,0,0,1,1,1,1,1330
다사462423,,0,가리봉동,0,0,0,1,1,0,1725
다사465434,,0,구로3동,0,0,1,1,1,1,1330
다사465440,,0,구로4동,0,0,1,1,1,1,1330
다사401452,,0,수궁동,0,0,0,1,1,0,1725
다사411451,,0,수궁동,0,0,0,1,1,0,1725
다사447430,,0,구로1동,0,0,0,1,1,0,1725
다사442442,,0,구로2동,0,0,1,1,1,1,1330
다사394442,,0,수궁동,0,0,1,1,1,1,1330
다사424436,,0,오류2동,0,0,0,1,1,0,1725
다사403455,,0,수궁동,0,0,0,1,1,0,1725
다사411427,,0,오류2동,0,0,0,1,1.041,0,1725
다사415422,,0,오류2동,0,0,0,1,1,0,1725
다사470431,,0,구로3동,0,0,1,1,1,1,1330
다사406429,,0,항동,0,0,0,1,1,0,1725
다사433432,,0,개봉3동,0,0,0,1,1,0,1725
다사405453,,0,수궁동,0,0,1,1,1,1,1330
다사401431,,0,항동,0,0,1,1,1,1,1330
다사427426,,0,개봉3동,0,0,0,1,1,0,1725
다사450442,,0,구로1동,0,0,0,1,1,0,1725
다사441447,,0,고척1동,0,0,1,1,1,1,1330
다사398422,,0,항동,0,0,1,1,1,1,1330
다사447460,,0,신도림동,0,0,0,1,1,0,1725
다사414422,,0,오류2동,0,0,0,1,1,0,1725
다사419440,,0,오류2동,0,0,1,1,1,1,1330
다사443448,,0,구로2동,0,0,0,1,1,0,1725
다사406423,,0,항동,0,0,0,1,1,0,1725
다사405443,,0,수궁동,0,0,1,1,1,1,1330
다사408422,,0,항동,0,0,0,1,1,0,1725
다사400419,,0,항동,0,0,0,1,1,0,1725
다사398426,,0,항동,0,0,1,1,1,1,1330
다사402441,,0,수궁동,0,0,1,1,1,1,1330
다사405421,,0,항동,0,0,0,1,1,0,1725
다사410423,,0,오류2동,0,0,0,1,1,0,1725
다사406456,,0,수궁동,0,0,0,1,1,0,1725
다사441444,,0,고척1동,0,0,1,1,1,1,1330
다사402429,,0,항동,0,0,0,1,1,0,1725
다사442453,,0,고척1동,0,0,0,1,1,0,1725
다사412438,,0,오류2동,0,0,1,1,1,1,1330
다사453449,,0,구로5동,0,0,1,1,1,1,1330
다사406438,,0,오류2동,0,0,1,1,1,1,1330
다사394445,,0,수궁동,0,0,0,1,1,0,1725
다사404450,,0,수궁동,0,0,1,1,1.041,1.041,1290
다사421423,,0,오류2동,0,0,0,1,1,0,1725
다사442440,,0,구로1동,0,0,0,1,1,0,1725
다사452465,,0,신도림동,0,0,0,1,1,0,1725
다사406428,,0,항동,0,0,0,1,1,0,1725
다사404428,,0,항동,0,0,1,1,1,1,1330
다사406431,,0,항동,0,0,0,1,1,0,1725
다사405450,,0,수궁동,0,0,1,1,1,1,1330
다사410427,,0,오류2동,0,0,0,1,1,0,1725
다사405427,,0,항동,0,0,0,1,1,0,1725
다사398423,,0,항동,0,0,0,1,1,0,1725
다사400430,,0,항동,0,0,1,1,1,1,1330
다사421430,,0,오류2동,0,0,0,1,1,0,1725
다사452448,,0,구로2동,0,0,1,1,1,1,1330
다사466429,,0,구로3동,0,0,1,1,1,1,1330
다사424433,,0,개봉3동,0,0,0,1,1,0,1725
다사413429,,0,오류2동,0,0,0,1,1,0,1725
다사421429,,0,오류2동,0,0,0,1,1,0,1725
다사400452,,0,수궁동,0,0,0,1,1,0,1725
다사422441,,0,오류1동,0,0,1,1,1,1,1330
다사442444,,0,구로2동,0,0,0,1,1,0,1725
다사463429,,0,구로3동,0,0,1,1,1,1,1330
다사412429,,0,오류2동,0,0,0,1,1,0,1725
다사446441,,0,구로1동,0,0,1,1,1,1,1330
다사434447,,0,고척1동,0,0,1,1,1,1,1330
다사413426,,0,오류2동,0,0,1,1,1,1,1330
다사426454,,0,고척2동,0,0,0,1,1,0,1725
다사449433,,0,구로1동,0,0,1,1,1,1,1330
다사413448,,0,개봉1동,0,0,0,1,1,0,1725
다사419431,,0,오류2동,0,0,0,1,1,0,1725
다사406452,,0,수궁동,0,0,0,1,1.041,0,1725
다사402434,,0,항동,0,0,1,1,1,1,1330
다사416422,,0,오류2동,0,0,1,1,1,1,1330
다사450466,,0,신도림동,0,0,0,1,1,0,1725
다사445437,,0,구로1동,0,0,0,1,1,0,1725
다사418419,,0,오류2동,0,0,0,1,1,0,1725
다사453450,,0,구로5동,0,0,1,1,1,1,1330
다사399436,,0,수궁동,0,0,0,1,1,0,1725
다사417452,,0,개봉1동,0,0,1,1,1,1,1330
다사411436,,0,오류2동,0,0,1,1,1,1,1330
다사427443,,0,개봉1동,0,0,1,1,1,1,1330
다사424430,,0,개봉3동,0,0,1,1,1.041,1.041,1290
다사411450,,0,수궁동,0,0,1,1,1,1,1330
다사420433,,0,오류2동,0,0,0,1,1,0,1725
다사443442,,0,구로1동,0,0,1,1,1,1,1330
다사411435,,0,오류2동,0,0,1,1,1,1,1330
다사422432,,0,개봉3동,0,0,0,1,1,0,1725
다사414448,,0,개봉1동,0,0,0,1,1,0,1725
다사402447,,0,수궁동,0,0,0,1,1,0,1725
다사440438,,0,개봉2동,0,0,0,1,1,0,1725
다사455462,,0,신도림동,0,0,0,1,1,0,1725
다사465427,,0,구로3동,0,0,1,1,1,1,1330
다사401429,,0,항동,0,0,0,1,1,0,1725
다사405457,,0,수궁동,0,0,0,1,1,0,1725
다사409453,,0,수궁동,0,0,0,1,1,0,1725
다사441446,,0,고척1동,0,0,0,1,1,0,1725
다사406426,,0,항동,0,0,0,1,1,0,1725
다사406420,,0,항동,0,0,0,1,1,0,1725
다사414451,,0,개봉1동,0,0,0,1,1,0,1725
다사411426,,0,오류2동,0,0,0,1,1,0,1725
다사463449,,0,구로5동,0,0,0.5,1,1,0.5,1723
다사410438,,0,오류2동,0,0,1,1,1,1,1330
다사414421,,0,오류2동,0,0,0,1,1,0,1725
다사451444,,0,구로2동,0,0,1,1,1,1,1330
다사401430,,0,항동,0,0,1,1,1,1,1330
다사464431,,0,구로3동,0,0,1,1,1,1,1330
다사462457,,0,신도림동,0,0,1,1,1,1,1330
다사449451,,0,구로2동,0,0,1,1,1,1,1330
다사451431,,0,구로1동,0,0,0,1,1,0,1725
다사429428,,0,개봉3동,0,0,0,1,1,0,1725
다사405432,,0,항동,0,0,0,1,1,0,1725
다사420455,,0,개봉1동,0,0,0,1,1,0,1725
다사442438,,0,구로1동,0,0,0,1,1,0,1725
다사438439,,0,개봉2동,0,0,0,1,1,0,1725
다사406455,,0,수궁동,0,0,1,1,1,1,1330
다사411431,,0,오류2동,0,0,1,1,1,1,1330
다사467430,,0,구로3동,0,0.265,1,1,1,1.265,1284
다사446452,,0,구로2동,0,0,1,1,1,1,1330
다사401445,,0,수궁동,0,0,1,1,1,1,1330
다사420418,,0,오류2동,0,0,1,1,1,1,1330
다사425428,,0,개봉3동,0,0,1,1,1,1,1330
다사421418,,0,오류2동,0,0,0,1,1,0,1725
다사419433,,0,오류2동,0,0,0,1,1,0,1725
다사450463,,0,신도림동,0,0,0,1,1,0,1725
다사463454,,0,구로5동,0,0,1,1,1,1,1330
다사423429,,0,개봉3동,0,0,1,1,1,1,1330
다사417454,,0,,0,0,0,1,1,0,1725
다사415450,,0,개봉1동,0,0,0,1,1,0,1725
다사450432,,0,구로1동,0,0,1,1,1,1,1330
다사421421,,0,오류2동,0,0,0,1,1,0,1725
다사447434,,0,구로1동,0,0,0,1,1,0,1725
다사446437,,0,구로1동,0,0,0,1,1,0,1725
다사465424,,0,구로3동,0,0,1,1,1,1,1330
다사445450,,0,구로2동,0,0,1,1,1,1,1330
다사416449,,0,개봉1동,0,0,1,1,1,1,1330
다사462456,,0,구로5동,0,0,1,1,1,1,1330
다사405428,,0,항동,0,0,0,1,1,0,1725
다사468428,,0,구로3동,0,0.44,1,1,1,1.44,1282
다사420435,,0,오류2동,0,0,0,1,1,0,1725
다사394419,,0,항동,0,0,1,1,1,1,1330
다사451441,,0,구로2동,0,0,1,1,1,1,1330
다사401455,,0,수궁동,0,0,0,1,1,0,1725
다사405429,,0,항동,0,0,1,1,1,1,1330
다사439440,,0,개봉2동,0,0,0,1,1,0,1725
다사461440,,0,구로4동,0,0,1,1,1,1,1330
다사443437,,0,구로1동,0,0,0,1,1,0,1725
다사412425,,0,오류2동,0,0,0,1,1,0,1725
다사450462,,0,신도림동,0,0,0,1,1,0,1725
다사411425,,0,오류2동,0,0,0,1,1,0,1725
다사408456,,0,수궁동,0,0,0,1,1,0,1725
다사430456,,0,고척2동,0,0,0,1,1.041,0,1725
다사430457,,0,고척2동,0,0,0,1,1,0,1725
다사444445,,0,구로2동,0,0,1,1,1,1,1330
다사415451,,0,개봉1동,0,0,0,1,1.041,0,1725
