no,pk,add1,add2,lon,lat,sgg_code,bjd_code,total_area
1,11530-100184000,서울특별시 구로구 신도림동 270-2번지,서울특별시 구로구 경인로67길 159,126.8820338,37.5136678,11530,10100,11312.04
2,11530-100189346,서울특별시 구로구 신도림동 271-25번지,서울특별시 구로구 신도림로19길 144,126.8812807,37.5142635,11530,10100,15
3,11530-100189145,서울특별시 구로구 신도림동 271-25번지,서울특별시 구로구 신도림로19길 144,126.8812807,37.5142635,11530,10100,5066.79
4,11530-100189178,서울특별시 구로구 신도림동 271-25번지,서울특별시 구로구 신도림로19길 144,126.8812807,37.5142635,11530,10100,13563.97
5,11530-100189264,서울특별시 구로구 신도림동 271-25번지,서울특별시 구로구 신도림로19길 144,126.8812807,37.5142635,11530,10100,13319.7
6,11530-100199821,서울특별시 구로구 신도림동 271-41번지,서울특별시 구로구 신도림로19길 124,126.8809233,37.5137276,11530,10100,7872.88
7,11530-15687,서울특별시 구로구 신도림동 276-13번지,서울특별시 구로구 경인로67나길 52,126.880412,37.5136552,11530,10100,115.45
8,11530-18321,서울특별시 구로구 신도림동 276-1번지,서울특별시 구로구 경인로67나길 52,126.880412,37.5136552,11530,10100,45.68
9,11530-18463,서울특별시 구로구 신도림동 276-20번지,서울특별시 구로구 구로중앙로42길 152,126.8801185,37.5124793,11530,10100,250.38
10,11530-100218012,서울특별시 구로구 신도림동 276-32번지,서울특별시 구로구 경인로67나길 45,126.8807132,37.5133283,11530,10100,36.16
11,11530-100217914,서울특별시 구로구 신도림동 276-32번지,서울특별시 구로구 경인로67나길 45,126.8807132,37.5133283,11530,10100,3981.09
12,11530-23148,서울특별시 구로구 신도림동 276-46번지,서울특별시 구로구 신도림로11라길 75,126.8805407,37.5122319,11530,10100,424.36
13,11530-22105,서울특별시 구로구 신도림동 276-47번지,서울특별시 구로구 신도림로11라길 71,126.8804158,37.5120388,11530,10100,384.26
14,11530-16905,서울특별시 구로구 신도림동 276-50번지,서울특별시 구로구 신도림로11라길 71-8,126.8803728,37.512342,11530,10100,162.84
15,11530-15663,서울특별시 구로구 신도림동 276-51번지,서울특별시 구로구 신도림로11라길 71-10,126.8802207,37.5123775,11530,10100,221.09
16,11530-11515,서울특별시 구로구 신도림동 276-52번지,서울특별시 구로구 신도림로11라길 71-9,126.8800979,37.5121934,11530,10100,221.09
17,11530-16535,서울특별시 구로구 신도림동 276-56번지,서울특별시 구로구 신도림로19길 108,126.8803125,37.5131226,11530,10100,373.64
18,11530-7930,서울특별시 구로구 신도림동 276-59번지,서울특별시 구로구 구로중앙로42길 146,126.879881,37.5122472,11530,10100,1187.63
19,11530-100229814,서울특별시 구로구 신도림동 276-5번지,서울특별시 구로구 신도림로19길 116,126.88197,37.5124265,11530,10100,999.63
20,11530-100229839,서울특별시 구로구 신도림동 276-5번지,서울특별시 구로구 신도림로19길 116,126.88197,37.5124265,11530,10100,662.76
21,11530-23701,서울특별시 구로구 신도림동 277-2번지,서울특별시 구로구 신도림로19길 100,126.87989,37.5129348,11530,10100,658.24
22,11530-15921,서울특별시 구로구 신도림동 279-11번지,서울특별시 구로구 신도림로11라길 63,126.8803852,37.5116609,11530,10100,67.8
23,11530-21304,서울특별시 구로구 신도림동 279-12번지,서울특별시 구로구 신도림로11라길 61,126.8803322,37.5115757,11530,10100,88.2
24,11530-7536,서울특별시 구로구 신도림동 279-13번지,서울특별시 구로구 신도림로11라길 59-4,126.8802138,37.5116242,11530,10100,86.38
25,11530-22217,서울특별시 구로구 신도림동 279-1번지,서울특별시 구로구 신도림로11라길 67,126.8804241,37.5118568,11530,10100,187.51
26,11530-20739,서울특별시 구로구 신도림동 279-3번지,서울특별시 구로구 신도림로15길 77,126.8802725,37.5117103,11530,10100,78.55
27,11530-23925,서울특별시 구로구 신도림동 279-4번지,,126.8801456,37.51152001,11530,10100,299.14
28,11530-14504,서울특별시 구로구 신도림동 279-5번지,서울특별시 구로구 신도림로11라길 53-5,126.879942,37.5114207,11530,10100,76.27
29,11530-23775,서울특별시 구로구 신도림동 279-8번지,서울특별시 구로구 신도림로11라길 53-3,126.8800231,37.511371,11530,10100,97.82
30,11530-5019,서울특별시 구로구 신도림동 279-9번지,서울특별시 구로구 신도림로11라길 53,126.880121,37.5113242,11530,10100,94.75
31,11530-24009,서울특별시 구로구 신도림동 280-12번지,서울특별시 구로구 신도림로11라길 47,126.8799504,37.5110874,11530,10100,348
32,11530-16869,서울특별시 구로구 신도림동 280-13번지,서울특별시 구로구 신도림로11라길 47-1,126.8798902,37.5111769,11530,10100,112.05
33,11530-6837,서울특별시 구로구 신도림동 280-14번지,서울특별시 구로구 신도림로11라길 47-7,126.8797918,37.5112571,11530,10100,150.45
34,11530-20948,서울특별시 구로구 신도림동 280-15번지,서울특별시 구로구 신도림로11라길 47-9,126.8796691,37.5112928,11530,10100,345.72
35,11530-23813,서울특별시 구로구 신도림동 280-17번지,서울특별시 구로구 신도림로11라길 47-3,126.8798154,37.5111131,11530,10100,57.12
36,11530-12600,서울특별시 구로구 신도림동 280-19번지,서울특별시 구로구 신도림로11라길 45,126.8798512,37.5109891,11530,10100,112.3
37,11530-23110,서울특별시 구로구 신도림동 280-1번지,서울특별시 구로구 신도림로11라길 47-6,126.8798865,37.5113517,11530,10100,396
38,11530-9468,서울특별시 구로구 신도림동 280-21번지,서울특별시 구로구 신도림로11라길 46,126.8800457,37.5109162,11530,10100,351.36
39,11530-1114,서울특별시 구로구 신도림동 280-23번지,서울특별시 구로구 신도림로11라길 50,126.8801493,37.5110235,11530,10100,299.88
40,11530-1113,서울특별시 구로구 신도림동 280-23번지,서울특별시 구로구 신도림로11라길 50,126.8801493,37.5110235,11530,10100,120.75
41,11530-5446,서울특별시 구로구 신도림동 280-24번지,서울특별시 구로구 신도림로11라길 54,126.8802256,37.5111377,11530,10100,393.06
42,11530-12016,서울특별시 구로구 신도림동 280-26번지,서울특별시 구로구 신도림로15길 21-35,126.8802129,37.5109277,11530,10100,299.78
43,11530-15990,서울특별시 구로구 신도림동 280-2번지,서울특별시 구로구 신도림로11라길 41,126.8795997,37.511166,11530,10100,36
44,11530-18318,서울특별시 구로구 신도림동 280-6번지,서울특별시 구로구 신도림로11라길 44,126.8800339,37.5106466,11530,10100,701.25
45,11530-20610,서울특별시 구로구 신도림동 281-100번지,서울특별시 구로구 구로중앙로42길 128,126.8791417,37.5117627,11530,10100,617.52
46,11530-13874,서울특별시 구로구 신도림동 281-119번지,서울특별시 구로구 구로중앙로42길 126-12,126.8795539,37.511353,11530,10100,95.78
47,11530-14911,서울특별시 구로구 신도림동 281-11번지,서울특별시 구로구 신도림로15길 86,126.8800526,37.5120452,11530,10100,54.45
48,11530-13540,서울특별시 구로구 신도림동 281-121번지,서울특별시 구로구 구로중앙로42길 126-6,126.8791772,37.5115089,11530,10100,303.55
49,11530-16311,서울특별시 구로구 신도림동 281-123번지,서울특별시 구로구 구로중앙로42길 126-4,126.8790219,37.5116066,11530,10100,309.12
50,11530-24038,서울특별시 구로구 신도림동 281-125번지,,126.8790286,37.51147157,11530,10100,229.2
51,11530-15732,서울특별시 구로구 신도림동 281-12번지,서울특별시 구로구 신도림로15길 88,126.8799537,37.512074,11530,10100,40.86
52,11530-9914,서울특별시 구로구 신도림동 281-137번지,서울특별시 구로구 구로중앙로42길 137,126.8792518,37.5122692,11530,10100,154.12
53,11530-12919,서울특별시 구로구 신도림동 281-139번지,서울특별시 구로구 구로중앙로42길 135,126.8791782,37.5121973,11530,10100,198.69
54,11530-10971,서울특별시 구로구 신도림동 281-13번지,서울특별시 구로구 신도림로15길 90,126.879824,37.5121251,11530,10100,53.82
55,11530-5002,서울특별시 구로구 신도림동 281-142번지,서울특별시 구로구 구로중앙로42길 131,126.8790292,37.5120283,11530,10100,208.42
56,11530-13213,서울특별시 구로구 신도림동 281-144번지,서울특별시 구로구 구로중앙로42길 125,126.8788353,37.5118282,11530,10100,69.12
57,11530-17576,서울특별시 구로구 신도림동 281-159번지,서울특별시 구로구 구로중앙로42길 126-11,126.8796043,37.5114625,11530,10100,64.68
58,11530-11543,서울특별시 구로구 신도림동 281-1번지,서울특별시 구로구 신도림로15길 80,126.8803054,37.5119296,11530,10100,27.44
59,11530-11647,서울특별시 구로구 신도림동 281-29번지,서울특별시 구로구 신도림로15길 81,126.8801336,37.5117694,11530,10100,324.61
60,11530-19894,서울특별시 구로구 신도림동 281-33번지,서울특별시 구로구 신도림로15길 83,126.8800288,37.5118215,11530,10100,44.55
61,11530-14684,서울특별시 구로구 신도림동 281-34번지,서울특별시 구로구 신도림로15길 83-1,126.8799626,37.5118624,11530,10100,27.44
62,11530-10566,서울특별시 구로구 신도림동 281-35번지,서울특별시 구로구 신도림로15길 85,126.8798885,37.5119013,11530,10100,27.44
63,11530-17381,서울특별시 구로구 신도림동 281-36번지,서울특별시 구로구 신도림로15길 87,126.8798211,37.5119394,11530,10100,27.44
64,11530-6409,서울특별시 구로구 신도림동 281-37번지,서울특별시 구로구 신도림로11라길 59-18,126.8796602,37.5119631,11530,10100,465.15
65,11530-17927,서울특별시 구로구 신도림동 281-39번지,서울특별시 구로구 신도림로15길 91,126.8795579,37.5120712,11530,10100,494.49
66,11530-17258,서울특별시 구로구 신도림동 281-40번지,서울특별시 구로구 신도림로15길 95,126.8794269,37.5121348,11530,10100,80.56
67,11530-7097,서울특별시 구로구 신도림동 281-41번지,서울특별시 구로구 구로중앙로42길 136,126.8793245,37.5120933,11530,10100,323.73
68,11530-17285,서울특별시 구로구 신도림동 281-43번지,서울특별시 구로구 신도림로11라길 59-20,126.8795378,37.5119782,11530,10100,40.86
69,11530-18995,서울특별시 구로구 신도림동 281-45번지,서울특별시 구로구 신도림로11라길 59-16,126.8797612,37.5118659,11530,10100,43.8
70,11530-5852,서울특별시 구로구 신도림동 281-46번지,서울특별시 구로구 신도림로11라길 59-14,126.8798432,37.5118252,11530,10100,27.44
71,11530-19792,서울특별시 구로구 신도림동 281-47번지,서울특별시 구로구 신도림로11라길 59-12,126.8799037,37.5117879,11530,10100,40.64
72,11530-21269,서울특별시 구로구 신도림동 281-48번지,서울특별시 구로구 신도림로11라길 59-10,126.8799744,37.5117481,11530,10100,27.44
73,11530-7317,서울특별시 구로구 신도림동 281-49번지,서울특별시 구로구 신도림로11라길 59-8,126.8800417,37.5117099,11530,10100,27.44
74,11530-15724,서울특별시 구로구 신도림동 281-68번지,서울특별시 구로구 신도림로11라길 59-7,126.8799794,37.5115652,11530,10100,114.36
75,11530-6367,서울특별시 구로구 신도림동 281-69번지,서울특별시 구로구 신도림로11라길 59-9,126.8798815,37.5116066,11530,10100,132.8
76,11530-9026,서울특별시 구로구 신도림동 281-70번지,,126.8797448,37.51170832,11530,10100,62.98
77,11530-5249,서울특별시 구로구 신도림동 281-71번지,서울특별시 구로구 신도림로11라길 59-13,126.879674,37.5117182,11530,10100,271.85
78,11530-22749,서울특별시 구로구 신도림동 281-72번지,서울특별시 구로구 신도림로15길 87-8,126.879467,37.5117928,11530,10100,180.39
79,11530-20136,서울특별시 구로구 신도림동 281-73번지,서울특별시 구로구 구로중앙로42길 128-5,126.8793735,37.5118451,11530,10100,224.58
80,11530-14049,서울특별시 구로구 신도림동 281-74번지,서울특별시 구로구 구로중앙로42길 128-1,126.8792796,37.5119253,11530,10100,75.6
81,11530-14061,서울특별시 구로구 신도림동 281-95번지,,126.8797243,37.51147914,11530,10100,98.79
82,11530-10129,서울특별시 구로구 신도림동 281-96번지,서울특별시 구로구 구로중앙로42길 128-14,126.8796758,37.5115263,11530,10100,66.78
83,11530-10644,서울특별시 구로구 신도림동 281-97번지,서울특별시 구로구 구로중앙로42길 126-9,126.8795484,37.5115692,11530,10100,224.94
84,11530-16107,서울특별시 구로구 신도림동 281-98번지,,126.8793508,37.51167087,11530,10100,144.72
85,11530-16106,서울특별시 구로구 신도림동 281-98번지,,126.8793508,37.51167087,11530,10100,87.13
86,11530-15061,서울특별시 구로구 신도림동 281-99번지,,126.8792426,37.51173109,11530,10100,134.4
87,11530-4677,서울특별시 구로구 신도림동 281-9번지,,126.8801636,37.51199842,11530,10100,118.05
88,11530-6824,서울특별시 구로구 신도림동 282-12번지,서울특별시 구로구 구로중앙로42길 121,126.8787187,37.5116848,11530,10100,475.54
89,11530-12923,서울특별시 구로구 신도림동 282-13번지,서울특별시 구로구 구로중앙로42길 117,126.8785433,37.5115407,11530,10100,150.16
90,11530-14719,서울특별시 구로구 신도림동 282-14번지,서울특별시 구로구 구로중앙로42길 113,126.8784932,37.5114096,11530,10100,297.6
91,11530-7758,서울특별시 구로구 신도림동 282-18번지,서울특별시 구로구 구로중앙로42길 109,126.8783061,37.511215,11530,10100,142.2
92,11530-7223,서울특별시 구로구 신도림동 282-5번지,서울특별시 구로구 구로중앙로42길 110,126.8784859,37.5110654,11530,10100,171.84
93,11530-20895,서울특별시 구로구 신도림동 282-8번지,서울특별시 구로구 구로중앙로42길 103,126.8781495,37.5110261,11530,10100,297.75
94,11530-22109,서울특별시 구로구 신도림동 285-10번지,서울특별시 구로구 구로중앙로42길 93,126.8778392,37.5106727,11530,10100,368.78
95,11530-8382,서울특별시 구로구 신도림동 285-11번지,서울특별시 구로구 구로중앙로42길 77,126.8773366,37.5100957,11530,10100,1191.48
96,11530-23991,서울특별시 구로구 신도림동 285-15번지,서울특별시 구로구 구로중앙로42길 85,126.8775234,37.5103084,11530,10100,432.87
97,11530-10494,서울특별시 구로구 신도림동 285-17번지,서울특별시 구로구 구로중앙로42길 89,126.8776801,37.510491,11530,10100,364.46
98,11530-24316,서울특별시 구로구 신도림동 285-39번지,서울특별시 구로구 구로중앙로42길 59,126.8766563,37.5093729,11530,10100,225.63
99,11530-5213,서울특별시 구로구 신도림동 285-8번지,,126.8770265,37.50978947,11530,10100,807.45
100,11530-10828,서울특별시 구로구 신도림동 285-9번지,서울특별시 구로구 구로중앙로42길 63,126.8768408,37.5095171,11530,10100,227.05
101,11530-18664,서울특별시 구로구 신도림동 286-10번지,,126.8754371,37.50765041,11530,10100,4065.98
102,11530-23650,서울특별시 구로구 신도림동 286-2번지,서울특별시 구로구 구로중앙로42길 51,126.8764279,37.5090635,11530,10100,616.48
103,11530-3716,서울특별시 구로구 신도림동 286-3번지,서울특별시 구로구 구로중앙로42길 42,126.8765356,37.5085185,11530,10100,621.95
104,11530-3715,서울특별시 구로구 신도림동 286-3번지,서울특별시 구로구 구로중앙로42길 42,126.8765356,37.5085185,11530,10100,349.95
105,11530-3714,서울특별시 구로구 신도림동 286-3번지,서울특별시 구로구 구로중앙로42길 42,126.8765356,37.5085185,11530,10100,216.67
106,11530-5808,서울특별시 구로구 신도림동 286-6번지,서울특별시 구로구 구로중앙로42길 41,126.8760103,37.5085559,11530,10100,250
107,11530-14615,서울특별시 구로구 신도림동 286-7번지,서울특별시 구로구 구로중앙로42길 33,126.8758428,37.5083344,11530,10100,875.92
108,11530-9127,서울특별시 구로구 신도림동 287-9번지,서울특별시 구로구 구로중앙로42길 27,126.8757189,37.5081512,11530,10100,68.2
109,11530-4651,서울특별시 구로구 신도림동 288-11번지,서울특별시 구로구 구로중앙로42길 6,126.8754335,37.5071159,11530,10100,366
110,11530-8364,서울특별시 구로구 신도림동 288-2번지,서울특별시 구로구 구로중앙로42길 10,126.875548,37.5074783,11530,10100,268.92
111,11530-3110,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,8771.8765
112,11530-3115,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,10962.3445
113,11530-3111,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,766.62
114,11530-3113,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,15812.5
115,11530-11856,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,614.5
116,11530-3114,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,10962.3445
117,11530-3112,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,8856.2
118,11530-3116,서울특별시 구로구 신도림동 290번지,서울특별시 구로구 신도림로11가길 36,126.8764944,37.5072702,11530,10100,11954.52
119,11530-7034,서울특별시 구로구 신도림동 291-100번지,서울특별시 구로구 신도림로11가길 24,126.8781289,37.5081669,11530,10100,118.8
120,11530-6239,서울특별시 구로구 신도림동 291-101번지,서울특별시 구로구 신도림로11다길 21-4,126.8779637,37.5082456,11530,10100,65.22
121,11530-10675,서울특별시 구로구 신도림동 291-105번지,서울특별시 구로구 신도림로11다길 21-3,126.8780174,37.5083614,11530,10100,39.67
122,11530-12493,서울특별시 구로구 신도림동 291-106번지,서울특별시 구로구 신도림로11다길 21-5,126.8781244,37.5083183,11530,10100,234.6
123,11530-12492,서울특별시 구로구 신도림동 291-107번지,서울특별시 구로구 신도림로5길 31,126.8781775,37.5083936,11530,10100,58.51
124,11530-22435,서울특별시 구로구 신도림동 291-108번지,서울특별시 구로구 신도림로5길 33,126.878059,37.5084528,11530,10100,39.01
125,11530-18366,서울특별시 구로구 신도림동 291-113번지,서울특별시 구로구 신도림로5길 34,126.8781482,37.5085401,11530,10100,100.8
126,11530-21805,서울특별시 구로구 신도림동 291-114번지,서울특별시 구로구 신도림로5길 32,126.8782517,37.5085015,11530,10100,48.6
127,11530-18617,서울특별시 구로구 신도림동 291-124번지,서울특별시 구로구 신도림로11다길 23,126.8778271,37.5083055,11530,10100,431.78
128,11530-8315,서울특별시 구로구 신도림동 291-128번지,서울특별시 구로구 신도림로11다길 20,126.8777912,37.5085854,11530,10100,303.93
129,11530-16953,서울특별시 구로구 신도림동 291-129번지,서울특별시 구로구 신도림로11다길 22,126.8777337,37.508502,11530,10100,329.94
130,11530-22106,서울특별시 구로구 신도림동 291-12번지,서울특별시 구로구 신도림로11가길 4,126.8789114,37.5087123,11530,10100,63.47
131,11530-100181625,서울특별시 구로구 신도림동 291-132번지,서울특별시 구로구 신도림로11다길 24,126.8776336,37.5083902,11530,10100,86.4
132,11530-11155,서울특별시 구로구 신도림동 291-138번지,서울특별시 구로구 신도림로5길 43,126.8775783,37.5086798,11530,10100,85.91
133,11530-17320,서울특별시 구로구 신도림동 291-139번지,서울특별시 구로구 신도림로11다길 22-6,126.8775106,37.5085954,11530,10100,65.33
134,11530-10770,서울특별시 구로구 신도림동 291-142번지,서울특별시 구로구 신도림로11다길 22-5,126.8774331,37.5084811,11530,10100,68.61
135,11530-100184661,서울특별시 구로구 신도림동 291-143번지,서울특별시 구로구 신도림로11다길 22-9,126.8773158,37.5085385,11530,10100,281.2
136,11530-23425,서울특별시 구로구 신도림동 291-146번지,서울특별시 구로구 신도림로11다길 22-8,126.8774047,37.5086448,11530,10100,58.89
137,11530-11469,서울특별시 구로구 신도림동 291-149번지,서울특별시 구로구 신도림로11다길 22-12,126.8772987,37.5086961,11530,10100,68.79
138,11530-100186437,서울특별시 구로구 신도림동 291-154번지,서울특별시 구로구 신도림로11다길 22-13,126.87708,37.5086489,11530,10100,273.36
139,11530-10660,서울특별시 구로구 신도림동 291-157번지,서울특별시 구로구 신도림로11다길 22-14,126.8771142,37.5087826,11530,10100,136.8
140,11530-100181765,서울특별시 구로구 신도림동 291-165번지,서울특별시 구로구 신도림로11다길 22-17,126.8768259,37.50877,11530,10100,145.44
141,11530-19802,서울특별시 구로구 신도림동 291-16번지,서울특별시 구로구 신도림로11가길 10,126.8786534,37.5085693,11530,10100,162.78
142,11530-14011,서울특별시 구로구 신도림동 291-178번지,,126.8778661,37.50814336,11530,10100,593.56
143,11530-14009,서울특별시 구로구 신도림동 291-178번지,,126.8778661,37.50814336,11530,10100,1.5
144,11530-14010,서울특별시 구로구 신도림동 291-178번지,,126.8778661,37.50814336,11530,10100,24.48
145,11530-23781,서울특별시 구로구 신도림동 291-179번지,서울특별시 구로구 신도림로11다길 28,126.8774167,37.5083674,11530,10100,430.94
146,11530-23780,서울특별시 구로구 신도림동 291-179번지,서울특별시 구로구 신도림로11다길 28,126.8774167,37.5083674,11530,10100,215.47
147,11530-17346,서울특별시 구로구 신도림동 291-180번지,서울특별시 구로구 구로중앙로40나길 22,126.876892,37.5084345,11530,10100,655.02
148,11530-12760,서울특별시 구로구 신도림동 291-181번지,서울특별시 구로구 신도림로11가길 32,126.8778419,37.5079236,11530,10100,246.55
149,11530-13434,서울특별시 구로구 신도림동 291-182번지,서울특별시 구로구 신도림로11가길 34,126.8777182,37.5077963,11530,10100,246.55
150,11530-15287,서울특별시 구로구 신도림동 291-183번지,서울특별시 구로구 신도림로11다길 33,126.8775414,37.5078946,11530,10100,1217.31
151,11530-16112,서울특별시 구로구 신도림동 291-184번지,서울특별시 구로구 신도림로11다길 29,126.8776869,37.5080024,11530,10100,213.33
152,11530-23464,서울특별시 구로구 신도림동 291-185번지,서울특별시 구로구 신도림로11다길 32,126.8771952,37.5082806,11530,10100,265.83
153,11530-24518,서울특별시 구로구 신도림동 291-186번지,서울특별시 구로구 신도림로11다길 34,126.877123,37.5081195,11530,10100,478.95
154,11530-3717,서울특별시 구로구 신도림동 291-189번지,서울특별시 구로구 구로중앙로40나길 18,126.8769749,37.5082668,11530,10100,240.43
155,11530-3718,서울특별시 구로구 신도림동 291-189번지,서울특별시 구로구 구로중앙로40나길 18,126.8769749,37.5082668,11530,10100,275.77
156,11530-18921,서울특별시 구로구 신도림동 291-190번지,서울특별시 구로구 신도림로11다길 30,126.8774023,37.5081997,11530,10100,212.93
157,11530-19283,서울특별시 구로구 신도림동 291-20번지,서울특별시 구로구 신도림로7길 30,126.8785547,37.5086584,11530,10100,118.7
158,11530-18837,서울특별시 구로구 신도림동 291-23번지,서울특별시 구로구 신도림로7길 32,126.8784176,37.5086797,11530,10100,179.47
159,11530-16388,서울특별시 구로구 신도림동 291-26번지,서울특별시 구로구 신도림로7길 31,126.8784084,37.5085336,11530,10100,39.67
160,11530-9336,서울특별시 구로구 신도림동 291-27번지,서울특별시 구로구 신도림로7길 33,126.878306,37.5085777,11530,10100,182.44
161,11530-11995,서울특별시 구로구 신도림동 291-30번지,서울특별시 구로구 신도림로7길 34,126.8783162,37.5087256,11530,10100,179.47
162,11530-15206,서울특별시 구로구 신도림동 291-34번지,서울특별시 구로구 신도림로7길 35,126.878199,37.5086208,11530,10100,39.67
163,11530-5762,서울특별시 구로구 신도림동 291-36번지,서울특별시 구로구 신도림로11다길 15,126.8780535,37.5085978,11530,10100,155.4
164,11530-9530,서울특별시 구로구 신도림동 291-37번지,서울특별시 구로구 신도림로11다길 13,126.8781066,37.5086776,11530,10100,172.71
165,11530-15829,서울특별시 구로구 신도림동 291-43번지,서울특별시 구로구 신도림로11다길 16,126.8778835,37.5086953,11530,10100,390.42
166,11530-7382,서울특별시 구로구 신도림동 291-47번지,,126.8776921,37.50856119,11530,10100,147.03
167,11530-11895,서울특별시 구로구 신도림동 291-50번지,서울특별시 구로구 신도림로5길 42,126.8777673,37.5087492,11530,10100,92.44
168,11530-17981,서울특별시 구로구 신도림동 291-52번지,서울특별시 구로구 신도림로5길 44,126.8776625,37.5087995,11530,10100,52.89
169,11530-22436,서울특별시 구로구 신도림동 291-56번지,서울특별시 구로구 신도림로5길 45,126.8774745,37.5087392,11530,10100,59.5
170,11530-18614,서울특별시 구로구 신도림동 291-59번지,서울특별시 구로구 신도림로5길 46,126.8775588,37.5088472,11530,10100,49.59
171,11530-24855,서울특별시 구로구 신도림동 291-60번지,서울특별시 구로구 신도림로5길 50,126.8774011,37.5088799,11530,10100,59.6
172,11530-7255,서울특별시 구로구 신도림동 291-63번지,서울특별시 구로구 신도림로5길 47,126.8773585,37.5087795,11530,10100,137.59
173,11530-6588,서울특별시 구로구 신도림동 291-64번지,서울특별시 구로구 신도림로5길 51,126.8771728,37.5088697,11530,10100,380.1
174,11530-21149,서울특별시 구로구 신도림동 291-67번지,서울특별시 구로구 신도림로5길 52,126.877323,37.5089585,11530,10100,92
175,11530-6945,서울특별시 구로구 신도림동 291-68번지,,126.8771573,37.50906828,11530,10100,95.08
176,11530-20750,서울특별시 구로구 신도림동 291-72번지,서울특별시 구로구 신도림로11다길 22-18,126.8769731,37.508911,11530,10100,228.02
177,11530-15013,서울특별시 구로구 신도림동 291-78번지,서울특별시 구로구 구로중앙로42길 60,126.8769122,37.5092015,11530,10100,190.45
178,11530-7916,서울특별시 구로구 신도림동 291-80번지,서울특별시 구로구 신도림로5길 58,126.8770201,37.5090998,11530,10100,100.24
179,11530-19897,서울특별시 구로구 신도림동 291-86번지,서울특별시 구로구 구로중앙로42길 54,126.8768345,37.5089557,11530,10100,493.78
180,11530-23702,서울특별시 구로구 신도림동 291-89번지,서울특별시 구로구 신도림로11가길 14,126.8785245,37.5084879,11530,10100,102.6
181,11530-6950,서울특별시 구로구 신도림동 291-91번지,서울특별시 구로구 신도림로5길 30,126.87835,37.5084321,11530,10100,49.59
182,11530-5616,서울특별시 구로구 신도림동 291-92번지,서울특별시 구로구 신도림로11가길 16,126.8784454,37.5084105,11530,10100,43.31
183,11530-9839,서울특별시 구로구 신도림동 291-96번지,서울특별시 구로구 신도림로11가길 18,126.8783051,37.5083326,11530,10100,66.12
184,11530-10138,서울특별시 구로구 신도림동 291-97번지,서울특별시 구로구 신도림로11가길 20,126.8782338,37.5082616,11530,10100,80.79
185,11530-13558,서울특별시 구로구 신도림동 292-105번지,서울특별시 구로구 신도림로11가길 8,126.8787202,37.5086393,11530,10100,211.88
186,11530-20201,서울특별시 구로구 신도림동 292-109번지,서울특별시 구로구 신도림로11가길 4-6,126.8786497,37.5088116,11530,10100,48.93
187,11530-17533,서울특별시 구로구 신도림동 292-112번지,서울특별시 구로구 신도림로11가길 4-8,126.8785759,37.5089082,11530,10100,63.47
188,11530-5519,서울특별시 구로구 신도림동 292-115번지,서울특별시 구로구 신도림로11가길 4-7,126.8784651,37.5087567,11530,10100,42.98
189,11530-7057,서울특별시 구로구 신도림동 292-118번지,서울특별시 구로구 신도림로11가길 4-9,126.8783717,37.5087955,11530,10100,199.88
190,11530-22798,서울특별시 구로구 신도림동 292-121번지,서울특별시 구로구 신도림로11가길 4-10,126.8784592,37.5089224,11530,10100,78.16
191,11530-6510,서울특별시 구로구 신도림동 292-123번지,서울특별시 구로구 신도림로11다길 5,126.8783558,37.5089512,11530,10100,278.64
192,11530-9752,서울특별시 구로구 신도림동 292-126번지,서울특별시 구로구 신도림로11다길 9,126.8782566,37.5088547,11530,10100,60.17
193,11530-24965,서울특별시 구로구 신도림동 292-127번지,서울특별시 구로구 신도림로11다길 11,126.8781966,37.5087812,11530,10100,92.44
194,11530-8188,서울특별시 구로구 신도림동 292-132번지,서울특별시 구로구 신도림로11다길 8,126.8781009,37.5089803,11530,10100,391.88
195,11530-9496,서울특별시 구로구 신도림동 292-133번지,서울특별시 구로구 신도림로11다길 10,126.8780388,37.5088968,11530,10100,391.88
196,11530-7339,서울특별시 구로구 신도림동 292-136번지,서울특별시 구로구 신도림로11다길 12,126.8779375,37.5087859,11530,10100,194.36
197,11530-16685,서울특별시 구로구 신도림동 292-138번지,서울특별시 구로구 신도림로7길 43,126.8778134,37.5088451,11530,10100,52.89
198,11530-7822,서울특별시 구로구 신도림동 292-13번지,서울특별시 구로구 신도림로11길 30,126.8790207,37.5090395,11530,10100,294.84
199,11530-23047,서울특별시 구로구 신도림동 292-141번지,서울특별시 구로구 신도림로7길 44,126.8779226,37.5089525,11530,10100,52.89
