no,pk,add1,add2,lon,lat,sgg_code,bjd_code,total_area
1738,11530-20247,서울특별시 구로구 구로동 128-47번지,서울특별시 구로구 구로중앙로2길 9-5,126.8930589,37.4915356,11530,10200,176.63
1739,11530-15347,서울특별시 구로구 구로동 128-48번지,서울특별시 구로구 도림로23길 20,126.8930031,37.49149,11530,10200,139.5
1740,11530-8635,서울특별시 구로구 구로동 128-49번지,서울특별시 구로구 도림로23길 18,126.8929926,37.4914358,11530,10200,123.93
1741,11530-12800,서울특별시 구로구 구로동 128-4번지,서울특별시 구로구 구로중앙로8길 17-11,126.8926017,37.4926305,11530,10200,83.5
1742,11530-20526,서울특별시 구로구 구로동 128-50번지,서울특별시 구로구 구로중앙로2길 9-3,126.8930942,37.4914458,11530,10200,158.67
1743,11530-16819,서울특별시 구로구 구로동 128-54번지,서울특별시 구로구 구로중앙로2길 9-1,126.8931068,37.4913558,11530,10200,159.12
1744,11530-20419,서울특별시 구로구 구로동 128-55번지,서울특별시 구로구 도림로23길 16,126.8930278,37.4913461,11530,10200,153.12
1745,11530-4928,서울특별시 구로구 구로동 128-56번지,서울특별시 구로구 도림로23길 14,126.8930404,37.4912561,11530,10200,168.48
1746,11530-20955,서울특별시 구로구 구로동 128-57번지,서울특별시 구로구 구로중앙로2길 9,126.8931308,37.4912659,11530,10200,98
1747,11530-17805,서울특별시 구로구 구로동 128-62번지,서울특별시 구로구 구로중앙로8길 22-25,126.8932934,37.491736,11530,10200,162.18
1748,11530-100221253,서울특별시 구로구 구로동 128-63번지,서울특별시 구로구 구로중앙로8길 22-27,126.8931808,37.4917079,11530,10200,232.89
1749,11530-18162,서울특별시 구로구 구로동 128-64번지,서울특별시 구로구 구로중앙로8길 22-21,126.8932014,37.4918433,11530,10200,54.91
1750,11530-19245,서울특별시 구로구 구로동 128-65번지,서울특별시 구로구 구로중앙로8길 22-17,126.8930998,37.4918333,11530,10200,179.22
1751,11530-17603,서울특별시 구로구 구로동 128-69번지,서울특별시 구로구 구로중앙로8길 17-8,126.8928969,37.4925522,11530,10200,423.22
1752,11530-13948,서울특별시 구로구 구로동 128-6번지,서울특별시 구로구 구로중앙로2길 21,126.8932736,37.4915466,11530,10200,328.89
1753,11530-9269,서울특별시 구로구 구로동 128-70번지,서울특별시 구로구 구로중앙로8길 17-6,126.8928756,37.4924619,11530,10200,255.72
1754,11530-10327,서울특별시 구로구 구로동 128-71번지,서울특별시 구로구 구로중앙로8길 27,126.8931358,37.4924553,11530,10200,281.46
1755,11530-20189,서울특별시 구로구 구로동 128-77번지,서울특별시 구로구 구로중앙로8길 23,126.893035,37.4923913,11530,10200,290.46
1756,11530-12915,서울특별시 구로구 구로동 128-78번지,서울특별시 구로구 구로중앙로8길 17-2,126.892934,37.4923363,11530,10200,264.24
1757,11530-10707,서울특별시 구로구 구로동 128-7번지,서울특별시 구로구 구로중앙로8길 22-9,126.8932437,37.4920419,11530,10200,230.87
1758,11530-10953,서울특별시 구로구 구로동 128-80번지,서울특별시 구로구 구로중앙로8길 17-4,126.8929767,37.4925079,11530,10200,222.18
1759,11530-5650,서울특별시 구로구 구로동 128-81번지,서울특별시 구로구 구로중앙로8길 29,126.8930552,37.4925537,11530,10200,216.85
1760,11530-100189925,서울특별시 구로구 구로동 128-82번지,서울특별시 구로구 구로중앙로8길 17-10,126.892828,37.4926237,11530,10200,106.44
1761,11530-7364,서울특별시 구로구 구로동 128-8번지,서울특별시 구로구 구로중앙로8길 22-1,126.8931066,37.4921397,11530,10200,271.8
1762,11530-2574,서울특별시 구로구 구로동 1280-1번지,서울특별시 구로구 디지털로31길 119,126.8899033,37.4877576,11530,10200,11704.41
1763,11530-2572,서울특별시 구로구 구로동 1280-1번지,서울특별시 구로구 디지털로31길 119,126.8899033,37.4877576,11530,10200,70.1
1764,11530-2571,서울특별시 구로구 구로동 1280-1번지,서울특별시 구로구 디지털로31길 119,126.8899033,37.4877576,11530,10200,18.33
1765,11530-2569,서울특별시 구로구 구로동 1280-1번지,서울특별시 구로구 디지털로31길 119,126.8899033,37.4877576,11530,10200,6297.81
1766,11530-2573,서울특별시 구로구 구로동 1280-1번지,서울특별시 구로구 디지털로31길 119,126.8899033,37.4877576,11530,10200,2391.17
1767,11530-2570,서울특별시 구로구 구로동 1280-1번지,서울특별시 구로구 디지털로31길 119,126.8899033,37.4877576,11530,10200,168.94
1768,11530-2563,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,227.43
1769,11530-2557,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,25.74
1770,11530-2564,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,4823.91
1771,11530-2567,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,8314.7
1772,11530-2566,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,4761.89
1773,11530-2558,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,68.35
1774,11530-2556,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,301.85
1775,11530-2562,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,1792.63
1776,11530-2559,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,70.33
1777,11530-2560,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,103.08
1778,11530-2561,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,551.01
1779,11530-2568,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,21473.5
1780,11530-2555,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,16853.84
1781,11530-2554,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,134.21
1782,11530-2565,서울특별시 구로구 구로동 1280번지,서울특별시 구로구 디지털로31길 120,126.8906856,37.4883867,11530,10200,8376.84
1783,11530-2720,서울특별시 구로구 구로동 1281-1번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,8058.828
1784,11530-2303,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,5631.04
1785,11530-2301,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,9327.384
1786,11530-2294,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,299.432
1787,11530-2304,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,4663.692
1788,11530-2297,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,320.2
1789,11530-2302,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,4663.692
1790,11530-2298,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,18888.522
1791,11530-2300,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,4663.692
1792,11530-2296,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,182.954
1793,11530-2295,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,39.84
1794,11530-100183919,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,3587.854
1795,11530-2299,서울특별시 구로구 구로동 1281번지,서울특별시 구로구 가마산로 87,126.8758722,37.4861472,11530,10200,8481.68
1796,11530-19864,서울특별시 구로구 구로동 1282번지,서울특별시 구로구 구로중앙로34길 17,126.8841008,37.5007951,11530,10200,8.3
1797,11530-19865,서울특별시 구로구 구로동 1282번지,서울특별시 구로구 구로중앙로34길 17,126.8841008,37.5007951,11530,10200,13892.28
1798,11530-20094,서울특별시 구로구 구로동 1283번지,서울특별시 구로구 구일로 168,126.8754904,37.4980373,11530,10200,6022.86
1799,11530-100181704,서울특별시 구로구 구로동 1284번지,서울특별시 구로구 디지털로32가길 26,126.8982046,37.4822669,11530,10200,8209.5904
1800,11530-100185153,서울특별시 구로구 구로동 1285번지,서울특별시 구로구 구로중앙로8길 41-23,126.8931572,37.4933025,11530,10200,4221.9896
1801,11530-100185081,서울특별시 구로구 구로동 1285번지,서울특별시 구로구 구로중앙로8길 41-23,126.8931572,37.4933025,11530,10200,2793.1994
1802,11530-100185109,서울특별시 구로구 구로동 1285번지,서울특별시 구로구 구로중앙로8길 41-23,126.8931572,37.4933025,11530,10200,3878.6269
1803,11530-100185152,서울특별시 구로구 구로동 1285번지,서울특별시 구로구 구로중앙로8길 41-23,126.8931572,37.4933025,11530,10200,116.84
1804,11530-100185020,서울특별시 구로구 구로동 1285번지,서울특별시 구로구 구로중앙로8길 41-23,126.8931572,37.4933025,11530,10200,6118.172
1805,11530-100189666,서울특별시 구로구 구로동 1286번지,서울특별시 구로구 가마산로20다길 46,126.8885244,37.4922949,11530,10200,5187.87
1806,11530-100189747,서울특별시 구로구 구로동 1286번지,서울특별시 구로구 가마산로20다길 46,126.8885244,37.4922949,11530,10200,24.64
1807,11530-100189705,서울특별시 구로구 구로동 1286번지,서울특별시 구로구 가마산로20다길 46,126.8885244,37.4922949,11530,10200,5536.58
1808,11530-100197465,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,6971.878
1809,11530-100197551,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,11.824
1810,11530-100197553,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,219.925
1811,11530-100197401,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,4883.71
1812,11530-100197556,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,3.7
1813,11530-100197555,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,4117.138
1814,11530-100197554,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,45
1815,11530-100197552,서울특별시 구로구 구로동 1287번지,서울특별시 구로구 구로동로28길 42,126.8864464,37.4905904,11530,10200,11.834
1816,11530-100237997,서울특별시 구로구 구로동 1288번지,서울특별시 구로구 가마산로9길 7,126.8814504,37.49121,11530,10200,861.755
1817,11530-100237982,서울특별시 구로구 구로동 1288번지,서울특별시 구로구 가마산로9길 7,126.8814504,37.49121,11530,10200,817.944
1818,11530-100237950,서울특별시 구로구 구로동 1288번지,서울특별시 구로구 가마산로9길 7,126.8814504,37.49121,11530,10200,884.51
1819,11530-100237934,서울특별시 구로구 구로동 1288번지,서울특별시 구로구 가마산로9길 7,126.8814504,37.49121,11530,10200,881.975
1820,11530-100237966,서울특별시 구로구 구로동 1288번지,서울특별시 구로구 가마산로9길 7,126.8814504,37.49121,11530,10200,857.936
1821,11530-100260527,서울특별시 구로구 구로동 1289번지,서울특별시 구로구 구일로2길 29,126.8773342,37.4889454,11530,10200,12171.2416
1822,11530-17150,서울특별시 구로구 구로동 129-10번지,서울특별시 구로구 구로중앙로12길 26,126.8927478,37.492695,11530,10200,31.05
1823,11530-19160,서울특별시 구로구 구로동 129-11번지,서울특별시 구로구 구로중앙로8길 17-11,126.8926017,37.4926305,11530,10200,44.63
1824,11530-18532,서울특별시 구로구 구로동 129-131번지,서울특별시 구로구 구로중앙로12길 23-3,126.8925649,37.4928284,11530,10200,201.93
1825,11530-20263,서울특별시 구로구 구로동 129-13번지,서울특별시 구로구 구로중앙로12길 18,126.8923757,37.4926194,11530,10200,91.49
1826,11530-10921,서울특별시 구로구 구로동 129-15번지,서울특별시 구로구 구로중앙로12길 23-28,126.892762,37.4932628,11530,10200,179.28
1827,11530-14995,서울특별시 구로구 구로동 129-16번지,서울특별시 구로구 구로중앙로12길 23-26,126.8928083,37.4931911,11530,10200,200.29
1828,11530-21782,서울특별시 구로구 구로동 129-17번지,서울특별시 구로구 구로중앙로12길 29,126.892915,37.4928587,11530,10200,133.05
1829,11530-5863,서울특별시 구로구 구로동 129-19번지,서울특별시 구로구 구로중앙로12길 23-35,126.8924687,37.493215,11530,10200,265.19
1830,11530-22418,서울특별시 구로구 구로동 129-23번지,서울특별시 구로구 구로중앙로12길 21,126.8924412,37.4927822,11530,10200,278.1
1831,11530-20749,서울특별시 구로구 구로동 129-24번지,서울특별시 구로구 구로중앙로12길 23,126.8925886,37.4927566,11530,10200,148.51
1832,11530-12111,서울특별시 구로구 구로동 129-26번지,서울특별시 구로구 구로중앙로12길 17,126.892306,37.4927449,11530,10200,474.68
1833,11530-19484,서울특별시 구로구 구로동 129-28번지,서울특별시 구로구 구로중앙로12길 27,126.8929048,37.4927866,11530,10200,132.65
1834,11530-19763,서울특별시 구로구 구로동 129-2번지,서울특별시 구로구 구로중앙로14길 32,126.8924058,37.4936469,11530,10200,273.9
1835,11530-17658,서울특별시 구로구 구로동 129-30번지,서울특별시 구로구 구로중앙로12길 25,126.8927692,37.4927763,11530,10200,241.84
1836,11530-10657,서울특별시 구로구 구로동 129-32번지,서울특별시 구로구 구로중앙로12길 23-4,126.8927686,37.4928213,11530,10200,243.45
1837,11530-6825,서울특별시 구로구 구로동 129-34번지,서울특별시 구로구 구로중앙로12길 23-34,126.892592,37.4932882,11530,10200,180.51
1838,11530-23880,서울특별시 구로구 구로동 129-35번지,서울특별시 구로구 구로중앙로12길 23-8,126.8927216,37.492938,11530,10200,223.38
1839,11530-9175,서울특별시 구로구 구로동 129-36번지,서울특별시 구로구 구로중앙로12길 23-36,126.892534,37.4933868,11530,10200,213.03
1840,11530-10634,서울특별시 구로구 구로동 129-38번지,서울특별시 구로구 구로중앙로14길 27,126.8921335,37.4937074,11530,10200,232.07
1841,11530-17327,서울특별시 구로구 구로동 129-39번지,서울특별시 구로구 구로중앙로12길 23-41,126.8923289,37.493493,11530,10200,145.56
1842,11530-12829,서울특별시 구로구 구로동 129-40번지,서울특별시 구로구 구로중앙로12길 23-39,126.892364,37.4934122,11530,10200,123.87
1843,11530-20435,서울특별시 구로구 구로동 129-41번지,서울특별시 구로구 구로중앙로12길 23-37,126.8923992,37.4933315,11530,10200,160.28
1844,11530-12783,서울특별시 구로구 구로동 129-45번지,서울특별시 구로구 구로중앙로14길 28,126.8922935,37.4935918,11530,10200,174.34
1845,11530-15482,서울특별시 구로구 구로동 129-46번지,서울특별시 구로구 구로중앙로12길 23-31,126.8923894,37.4932232,11530,10200,215.53
1846,11530-21051,서울특별시 구로구 구로동 129-48번지,서울특별시 구로구 구로중앙로12길 23-29,126.8922897,37.4930872,11530,10200,147.18
1847,11530-6876,서울특별시 구로구 구로동 129-50번지,서울특별시 구로구 구로중앙로12길 23-33,126.8924019,37.4931423,11530,10200,170.17
1848,11530-5697,서울특별시 구로구 구로동 129-53번지,서울특별시 구로구 구로중앙로12길 23-25,126.8924255,37.4930794,11530,10200,109.61
1849,11530-15207,서울특별시 구로구 구로동 129-55번지,서울특별시 구로구 구로중앙로12길 23-27,126.8924605,37.4930077,11530,10200,261.03
1850,11530-16577,서울특별시 구로구 구로동 129-56번지,서울특별시 구로구 구로중앙로12길 23-19,126.8925501,37.4930626,11530,10200,215.46
1851,11530-8474,서울특별시 구로구 구로동 129-57번지,서울특별시 구로구 구로중앙로12길 23-17,126.8925746,37.4929366,11530,10200,41.16
1852,11530-11862,서울특별시 구로구 구로동 129-58번지,서울특별시 구로구 구로중앙로12길 23-15,126.8925069,37.492927,11530,10200,145.24
1853,11530-18053,서울특별시 구로구 구로동 129-59번지,서울특별시 구로구 구로중앙로12길 23-13,126.892394,37.4929169,11530,10200,172.46
1854,11530-8471,서울특별시 구로구 구로동 129-60번지,서울특별시 구로구 구로중앙로12길 23-14,126.8928661,37.4931106,11530,10200,185.22
1855,11530-15503,서울특별시 구로구 구로동 129-61번지,서울특별시 구로구 구로중앙로12길 23-16,126.892788,37.4930378,11530,10200,168.39
1856,11530-19227,서울특별시 구로구 구로동 129-62번지,서울특별시 구로구 구로중앙로12길 23-20,126.8927086,37.493055,11530,10200,172.62
1857,11530-12406,서울특별시 구로구 구로동 129-64번지,서울특별시 구로구 구로중앙로12길 23-32,126.8926382,37.4932256,11530,10200,119.55
1858,11530-21377,서울특별시 구로구 구로동 129-65번지,서울특별시 구로구 구로중앙로12길 23-22,126.8926846,37.4931449,11530,10200,179.6
1859,11530-20622,서울특별시 구로구 구로동 129-69번지,서울특별시 구로구 구로중앙로12길 23-10,126.892857,37.4929573,11530,10200,299.69
1860,11530-15288,서울특별시 구로구 구로동 129-70번지,서울특별시 구로구 구로중앙로14길 26-6,126.8922861,37.4933304,11530,10200,304.36
1861,11530-4832,서울특별시 구로구 구로동 129-74번지,서울특별시 구로구 구로중앙로14길 26-2,126.892193,37.4935097,11530,10200,84.7
1862,11530-21970,서울특별시 구로구 구로동 129-75번지,서울특별시 구로구 구로중앙로14길 26-4,126.8922278,37.493447,11530,10200,107.86
1863,11530-5549,서울특별시 구로구 구로동 129-76번지,,126.8922047,37.49341395,11530,10200,37.59
1864,11530-5836,서울특별시 구로구 구로동 129-86번지,,126.8917199,37.49397747,11530,10200,34.71
1865,11530-5766,서울특별시 구로구 구로동 129-8번지,서울특별시 구로구 구로중앙로12길 28,126.8929516,37.4926789,11530,10200,150.09
1866,11530-18150,서울특별시 구로구 구로동 130-104번지,서울특별시 구로구 구로중앙로8길 17-9,126.8925926,37.4924863,11530,10200,214.05
1867,11530-12265,서울특별시 구로구 구로동 130-106번지,서울특별시 구로구 구로중앙로14길 23-3,126.8919075,37.4936963,11530,10200,164.24
1868,11530-11077,서울특별시 구로구 구로동 130-10번지,서울특별시 구로구 구로중앙로8길 13-18,126.8924006,37.4924665,11530,10200,242.85
1869,11530-10430,서울특별시 구로구 구로동 130-11번지,서울특별시 구로구 구로중앙로8길 13-14,126.8925351,37.4925488,11530,10200,231.28
1870,11530-18105,서울특별시 구로구 구로동 130-13번지,서울특별시 구로구 구로중앙로8길 17-5,126.8927063,37.4924423,11530,10200,183.76
1871,11530-12782,서울특별시 구로구 구로동 130-15번지,서울특별시 구로구 구로중앙로8길 13-16,126.8924329,37.4925749,11530,10200,131.67
1872,11530-10599,서울특별시 구로구 구로동 130-16번지,서울특별시 구로구 구로중앙로8길 15,126.8926652,37.4921626,11530,10200,109.75
1873,11530-9750,서울특별시 구로구 구로동 130-18번지,서울특별시 구로구 구로중앙로12길 13-38,126.8921491,37.4934192,11530,10200,137.38
1874,11530-21705,서울특별시 구로구 구로동 130-19번지,서울특별시 구로구 구로중앙로12길 13-36,126.8921617,37.4933292,11530,10200,142.62
1875,11530-9715,서울특별시 구로구 구로동 130-20번지,서울특별시 구로구 구로중앙로12길 13-28,126.8921628,37.4932572,11530,10200,153.36
1876,11530-10122,서울특별시 구로구 구로동 130-22번지,서울특별시 구로구 구로중앙로12길 13-30,126.8920508,37.493184,11530,10200,206.54
1877,11530-6287,서울특별시 구로구 구로동 130-23번지,서울특별시 구로구 구로중앙로12길 13-26,126.8921863,37.4931943,11530,10200,176.25
1878,11530-100221213,서울특별시 구로구 구로동 130-24번지,서울특별시 구로구 구로중앙로12길 13-11,126.8919739,37.4930301,11530,10200,168.59
1879,11530-10245,서울특별시 구로구 구로동 130-25번지,서울특별시 구로구 구로중앙로12길 13-9,126.892009,37.4929494,11530,10200,144.9
1880,11530-7160,서울특별시 구로구 구로동 130-26번지,서울특별시 구로구 구로중앙로12길 13-5,126.8920444,37.4928506,11530,10200,298.96
1881,11530-5800,서울특별시 구로구 구로동 130-27번지,서울특별시 구로구 구로중앙로12길 23-11,126.8922817,37.4928618,11530,10200,264.06
1882,11530-20399,서울특별시 구로구 구로동 130-28번지,서울특별시 구로구 구로중앙로12길 13,126.8921374,37.4926803,11530,10200,322.71
1883,11530-16258,서울특별시 구로구 구로동 130-29번지,서울특별시 구로구 구로중앙로14길 19-10,126.8917359,37.4938298,11530,10200,199.19
1884,11530-13292,서울특별시 구로구 구로동 130-31번지,서울특별시 구로구 구로중앙로14길 23,126.8919651,37.4936247,11530,10200,217.56
1885,11530-14775,서울특별시 구로구 구로동 130-32번지,서울특별시 구로구 구로중앙로14길 24,126.8920689,37.4934905,11530,10200,266.09
1886,11530-7163,서울특별시 구로구 구로동 130-34번지,서울특별시 구로구 구로중앙로14길 18,126.8918225,37.4933261,11530,10200,212.32
1887,11530-23060,서울특별시 구로구 구로동 130-35번지,서울특별시 구로구 구로중앙로12길 13-15,126.8918576,37.4932453,11530,10200,143.35
1888,11530-24149,서울특별시 구로구 구로동 130-36번지,서울특별시 구로구 구로중앙로12길 13-13,126.8918925,37.4931825,11530,10200,127.53
1889,11530-6789,서울특별시 구로구 구로동 130-38번지,서울특별시 구로구 구로중앙로12길 13-3,126.8920795,37.4927698,11530,10200,225.66
1890,11530-5881,서울특별시 구로구 구로동 130-39번지,서울특별시 구로구 구로중앙로14길 19,126.8917525,37.4934696,11530,10200,208.89
1891,11530-2363,서울특별시 구로구 구로동 130-3번지,서울특별시 구로구 구로중앙로8길 17-3,126.8926071,37.4922702,11530,10200,659.24
1892,11530-16512,서울특별시 구로구 구로동 130-41번지,서울특별시 구로구 구로중앙로14길 19-4,126.891829,37.4936505,11530,10200,198
1893,11530-5193,서울특별시 구로구 구로동 130-42번지,서울특별시 구로구 구로중앙로8길 17-7,126.8926051,37.4924053,11530,10200,198.68
1894,11530-10302,서울특별시 구로구 구로동 130-43번지,서울특별시 구로구 구로중앙로8길 13-12,126.892515,37.4923774,11530,10200,202.7
1895,11530-19531,서울특별시 구로구 구로동 130-44번지,서울특별시 구로구 구로중앙로14길 19-7,126.8916363,37.4936847,11530,10200,158.13
1896,11530-7941,서울특별시 구로구 구로동 130-45번지,서울특별시 구로구 구로중앙로14길 19-5,126.8916711,37.493622,11530,10200,116.62
1897,11530-14181,서울특별시 구로구 구로동 130-46번지,서울특별시 구로구 구로중앙로14길 19-3,126.8917061,37.4935502,11530,10200,199.35
1898,11530-9511,서울특별시 구로구 구로동 130-47번지,서울특별시 구로구 구로중앙로12길 7-24,126.8917338,37.4932081,11530,10200,472.8
1899,11530-21476,서울특별시 구로구 구로동 130-52번지,서울특별시 구로구 구로중앙로12길 13-6,126.8922141,37.4928432,11530,10200,162.26
1900,11530-17598,서울특별시 구로구 구로동 130-55번지,서울특별시 구로구 도림로23길 28,126.8928615,37.4918851,11530,10200,70.02
1901,11530-5163,서울특별시 구로구 구로동 130-58번지,서울특별시 구로구 구로중앙로14길 12,126.8915646,37.4931795,11530,10200,203.78
1902,11530-6939,서울특별시 구로구 구로동 130-59번지,서울특별시 구로구 구로중앙로12길 13-32,126.8920266,37.4932919,11530,10200,213.38
1903,11530-14989,서울특별시 구로구 구로동 130-63번지,서울특별시 구로구 구로중앙로12길 13-20,126.8922104,37.4930954,11530,10200,189.45
1904,11530-23744,서울특별시 구로구 구로동 130-64번지,서울특별시 구로구 구로중앙로12길 13-10,126.8921555,37.4929868,11530,10200,139.88
1905,11530-5626,서울특별시 구로구 구로동 130-65번지,서울특별시 구로구 구로중앙로12길 13-12,126.8922683,37.4930059,11530,10200,208.87
1906,11530-9402,서울특별시 구로구 구로동 130-69번지,서울특별시 구로구 구로중앙로8길 17,126.8927771,37.4922447,11530,10200,696.06
1907,11530-22302,서울특별시 구로구 구로동 130-71번지,서울특별시 구로구 구로중앙로12길 13-8,126.892179,37.4929239,11530,10200,129.99
1908,11530-10851,서울특별시 구로구 구로동 130-73번지,서울특별시 구로구 구로중앙로8길 13-22,126.8922994,37.4924295,11530,10200,116.07
1909,11530-16632,서울특별시 구로구 구로동 130-74번지,서울특별시 구로구 구로중앙로12길 13-44,126.8919464,37.4933633,11530,10200,97.68
1910,11530-14909,서울특별시 구로구 구로동 130-75번지,서울특별시 구로구 구로중앙로8길 13-8,126.8924024,37.4923494,11530,10200,131.32
1911,11530-15283,서울특별시 구로구 구로동 130-77번지,,126.891951,37.49355899,11530,10200,35.11
1912,11530-9197,서울특별시 구로구 구로동 130-78번지,서울특별시 구로구 구로중앙로14길 21,126.8918758,37.4935428,11530,10200,218.16
1913,11530-21121,서울특별시 구로구 구로동 130-79번지,서울특별시 구로구 구로중앙로12길 13-16,126.8921201,37.4930856,11530,10200,138.52
1914,11530-17117,서울특별시 구로구 구로동 130-7번지,서울특별시 구로구 구로중앙로8길 16,126.8928255,37.4920289,11530,10200,615.47
1915,11530-23220,서울특별시 구로구 구로동 130-80번지,서울특별시 구로구 구로중앙로14길 19-11,126.891593,37.4935492,11530,10200,186.89
1916,11530-18077,서울특별시 구로구 구로동 130-81번지,서울특별시 구로구 구로중앙로14길 11-4,126.8916403,37.4934144,11530,10200,490.77
1917,11530-22686,서울특별시 구로구 구로동 130-83번지,서울특별시 구로구 구로중앙로14길 23-5,126.8917936,37.4937493,11530,10200,222.3
1918,11530-16260,서울특별시 구로구 구로동 130-9번지,서울특별시 구로구 구로중앙로12길 16,126.8922864,37.4925465,11530,10200,301.21
1919,11530-13562,서울특별시 구로구 구로동 131-11번지,서울특별시 구로구 구로중앙로14길 6,126.8913879,37.4928895,11530,10200,211.7
1920,11530-12731,서울특별시 구로구 구로동 131-12번지,서울특별시 구로구 구로중앙로 30-6,126.8914236,37.4927727,11530,10200,206.19
1921,11530-12102,서울특별시 구로구 구로동 131-13번지,서울특별시 구로구 구로중앙로14길 10,126.8914411,37.4931152,11530,10200,324.57
1922,11530-2521,서울특별시 구로구 구로동 131-14번지,서울특별시 구로구 구로중앙로14길 19-13,126.8914471,37.4934757,11530,10200,186.39
1923,11530-2522,서울특별시 구로구 구로동 131-14번지,서울특별시 구로구 구로중앙로14길 11-6,126.8914798,37.4935571,11530,10200,141.49
1924,11530-21688,서울특별시 구로구 구로동 131-16번지,서울특별시 구로구 구로중앙로14길 7,126.8912145,37.4931491,11530,10200,488.63
1925,11530-7122,서울특별시 구로구 구로동 131-17번지,서울특별시 구로구 구로중앙로14길 11,126.8913713,37.4932497,11530,10200,124.85
1926,11530-12183,서울특별시 구로구 구로동 131-18번지,서울특별시 구로구 구로중앙로14길 7-4,126.8912804,37.4932759,11530,10200,136.32
1927,11530-16964,서울특별시 구로구 구로동 131-19번지,서울특별시 구로구 구로중앙로14길 7-6,126.8911782,37.493311,11530,10200,218.79
1928,11530-22863,서울특별시 구로구 구로동 131-1번지,서울특별시 구로구 구로중앙로14길 19-12,126.8916782,37.4939104,11530,10200,192.02
1929,11530-10243,서울특별시 구로구 구로동 131-24번지,서울특별시 구로구 구로중앙로12길 7-41,126.8913976,37.4929977,11530,10200,207.9
1930,11530-13861,서울특별시 구로구 구로동 131-25번지,서울특별시 구로구 구로중앙로14길 8,126.891296,37.4929877,11530,10200,126.31
1931,11530-10844,서울특별시 구로구 구로동 131-27번지,서울특별시 구로구 구로중앙로14길 19-15,126.8913654,37.4936461,11530,10200,191.25
