"d_code","j_code","month","flow1_tot","flow2_tot"
11530750,1117064020102,202011,1349.8054,3652.0479
11530750,1117064020103,202011,412.7643,1355.1074
11530750,1117064020104,202011,1000.2772,2515.5303
11530750,1117064020201,202011,924.5558,1277.4693
11530750,1117064020202,202011,1890.7275,1399.8896
11530750,1117064020203,202011,772.2144,2482.6088
11530750,1117064020204,202011,789.3335,2624.2059
11530750,1117064020205,202011,2115.7,1641.7105
11530750,1117064020206,202011,789.2219,1815.5471
11530750,1117064020207,202011,2329.9636,3687.3584
11530750,1117064020208,202011,1896.1866,2700.5179
11530750,1117064020209,202011,1563.9713,1153.637
11530750,1117064020210,202011,2055.5772,2646.8851
11530750,1117064020211,202011,2848.0712,4104.1626
11530750,1117064020212,202011,1625.8346,2275.5205
11530750,1117064020213,202011,3371.3173,5984.065
11530750,1117064020214,202011,1689.4071,2595.4448
11530750,1117064020301,202011,957.5493,2123.4709
11530750,1117064020302,202011,315.5668,1073.7688
11530750,1117064020303,202011,1304.9507,2842.6297
11530750,1117064020304,202011,662.5366,1639.282
11530750,1117064020305,202011,674.9568,1910.5916
11530750,1117064020501,202011,7920.6949,10921.1157
11530750,1117064020601,202011,4885.5687,2769.0538
11530750,1117064020602,202011,2434.9841,6573.5617
11530760,1.117065e+12,202011,344853.9583,405867.7358
11530760,1117065010001,202011,12841.8268,14329.3397
11530760,1117065010002,202011,1043.1381,967.3831
11530760,1117065010003,202011,4156.3923,5844.3741
11530760,1117065010004,202011,3306.2143,3288.9404
11530760,1117065010005,202011,2021.3394,3711.6481
11530760,1117065020001,202011,2448.741,4840.8219
11530760,1117065020002,202011,2075.2569,2630.6844
11530760,1117065020003,202011,1195.7729,1879.7495
11530760,1117065020004,202011,2876.2823,2785.9037
11530760,1117065020005,202011,4188.9438,3442.2149
11530760,1117065020006,202011,3013.1337,3276.9429
11530760,1117065020007,202011,4221.9813,4759.6044
11530760,1117065020008,202011,2478.0617,3066.4883
11530760,1117065020009,202011,2886.1954,4041.7861
11530760,1117065020010,202011,2047.2829,1947.5637
11530760,1117065020011,202011,4549.1784,4062.0054
11530760,1117065020012,202011,1387.3151,2291.1677
